time (s)	det(V)
2446.861537	-0.110495	
2446.863083	-0.155000	
2446.864615	-0.132457	
2446.866179	-0.190030	
2446.867679	-0.082808	
2446.869243	-0.181309	
2446.870775	-0.147592	
2446.872337	-0.144458	
2446.873866	-0.097004	
2446.875401	-0.151342	
2446.876959	-0.091086	
2446.878487	-0.160414	
2446.880035	-0.079384	
2446.881567	-0.072677	
2446.883132	-0.176978	
2446.884631	-0.135511	
2446.886204	-0.164607	
2446.887737	-0.146693	
2446.889319	-0.121927	
2446.890822	-0.049969	
2446.892335	-0.123228	
2446.893911	-0.063992	
2446.895417	-0.085072	
2446.896977	-0.077531	
2446.898485	-0.154267	
2446.900081	-0.124578	
2446.901575	-0.068995	
2446.903142	-0.064318	
2446.904672	-0.091638	
2446.906252	-0.112847	
2446.907748	-0.125537	
2446.909310	-0.112561	
2446.910836	-0.090816	
2446.912341	-0.080141	
2446.913917	-0.070558	
2446.915407	-0.032704	
2446.917014	-0.046980	
2446.918504	-0.064113	
2446.920096	-0.098595	
2446.921589	-0.020091	
2446.923167	-0.082345	
2446.924675	0.006065	
2446.926238	-0.124513	
2446.927761	-0.019749	
2446.929300	-0.009432	
2446.930851	-0.002818	
2446.932355	-0.072870	
2446.933919	-0.002209	
2446.935415	-0.053973	
2446.937024	0.011857	
2446.938516	-0.014250	
2446.940087	-0.021694	
2446.941602	0.015322	
2446.943265	-0.171113	
2446.944879	0.052298	
2446.946485	-0.128808	
2446.948150	0.004409	
2446.949723	-0.091533	
2446.951401	-0.006657	
2446.952986	-0.100496	
2446.954661	-0.024627	
2446.956232	-0.098188	
2446.957929	0.004393	
2446.959488	-0.107792	
2446.961204	-0.009634	
2446.962760	0.017936	
2446.964468	-0.040205	
2446.965976	-0.013110	
2446.967727	0.002625	
2446.969216	-0.053518	
2446.970992	-0.052414	
2446.972485	0.054078	
2446.974274	-0.044015	
2446.975759	0.045522	
2446.977544	-0.029215	
2446.979027	-0.006069	
2446.980788	-0.034662	
2446.982282	0.027254	
2446.984021	-0.035431	
2446.985529	0.101206	
2446.987164	-0.068064	
2446.988706	0.036571	
2446.990326	-0.080165	
2446.991901	0.077680	
2446.993501	-0.069821	
2446.995094	0.065281	
2446.996649	-0.044849	
2446.998268	0.062804	
2446.999793	-0.039351	
2447.001456	0.021606	
2447.002934	-0.040229	
2447.004662	-0.009521	
2447.006137	-0.038521	
2447.007850	-0.016337	
2447.009333	0.030948	
2447.011027	0.009859	
2447.012514	0.090724	
2447.014199	-0.041635	
2447.015686	0.026081	
2447.017384	-0.020341	
2447.018893	0.062755	
2447.020545	-0.065881	
2447.022071	0.085398	
2447.023608	-0.017098	
2447.025225	-0.002350	
2447.026726	0.037377	
2447.028366	0.071182	
2447.029871	0.053571	
2447.031510	0.044322	
2447.033007	0.107816	
2447.034651	0.037808	
2447.036127	0.050582	
2447.037772	-0.003196	
2447.039255	0.102128	
2447.040893	0.003700	
2447.042385	0.060092	
2447.043979	0.047444	
2447.045499	0.142903	
2447.047048	0.041905	
2447.048626	0.120127	
2447.050117	0.072874	
2447.051760	0.174227	
2447.053242	0.113826	
2447.054897	0.021090	
2447.056395	0.098849	
2447.058018	0.074466	
2447.059487	0.140067	
2447.061067	0.185272	
2447.062558	0.181526	
2447.064100	0.139043	
2447.065624	0.169453	
2447.067121	0.184036	
2447.068695	0.203485	
2447.070215	0.241911	
2447.071816	0.219956	
2447.073328	0.248255	
2447.074867	0.216122	
2447.076396	0.264292	
2447.077938	0.239977	
2447.079445	0.280861	
2447.081014	0.323476	
2447.082516	0.318304	
2447.084037	0.292277	
2447.085619	0.350696	
2447.087116	0.313687	
2447.088694	0.285433	
2447.090190	0.353250	
2447.091792	0.297139	
2447.093289	0.401344	
2447.094874	0.410564	
2447.096374	0.419249	
2447.097907	0.360367	
