crossing time (s)	slope (V/s)	crossing number
2446.458008	-66.016498	3091
2447.444435	-69.991437	3092
2448.534117	-73.719606	3093
2449.548051	-70.435398	3094
2450.583883	-68.625365	3095
2451.511164	-68.137590	3096
2452.702934	-61.709358	3097
2453.691774	-61.629474	3098
2454.720720	-63.468554	3099
2455.273221	3.659561	3100
2455.662896	-59.851310	3101
2456.815824	-56.247762	3102
2457.796641	-56.290499	3103
2458.858394	-53.827556	3104
2459.865014	-50.544253	3105
2460.914938	-54.159933	3106
2461.914078	-52.041099	3107
2462.971556	-49.671414	3108
2463.984366	-46.290840	3109
2465.025128	-51.384096	3110
2466.030624	-46.870587	3111
2467.086025	-43.218696	3112
2468.116439	-43.486883	3113
2469.149581	-46.455656	3114
2470.144510	-45.164164	3115
2471.191928	-40.782897	3116
2472.213121	-39.288292	3117
2473.275233	-41.731409	3118
2474.263447	-40.102770	3119
2475.375874	-40.826500	3120
2476.344862	-38.479617	3121
2477.398000	-33.628348	3122
2478.398941	-35.236492	3123
2479.490632	-31.627066	3124
2480.456071	-35.769331	3125
2481.575411	-34.402816	3126
2482.551092	-32.898297	3127
2483.602666	-30.826663	3128
2484.617082	-30.453494	3129
2485.667168	-29.345568	3130
2486.662580	-28.551377	3131
2487.771144	-28.101540	3132
2488.751941	-28.992763	3133
2489.800485	-28.745723	3134
2490.813286	-26.152237	3135
2491.864437	-25.407429	3136
2492.866905	-24.407812	3137
2493.943324	-22.786012	3138
2494.929040	-22.656590	3139
2496.044165	-24.103056	3140
2497.043649	-21.014510	3141
2498.102194	-22.514266	3142
2499.051914	-25.045365	3143
2500.132031	-24.069293	3144
2501.136950	-22.157378	3145
2502.197049	-22.149449	3146
2503.199713	-19.244884	3147
2504.237039	-20.318951	3148
2505.252652	-18.635737	3149
2506.337264	-17.070589	3150
2507.314718	-17.728560	3151
2508.396171	-17.211281	3152
2509.369600	-16.687256	3153
2510.454696	-17.207845	3154
2511.428584	-14.968734	3155
2512.563388	-15.601563	3156
2513.505238	-13.874443	3157
2514.599263	-14.930497	3158
2515.589587	-13.816448	3159
2516.687338	-12.666921	3160
2517.641640	-14.153078	3161
2518.728229	-13.697992	3162
2519.685832	-17.942399	3163
2520.819733	-13.826065	3164
2521.754134	-11.659308	3165
2522.856229	-10.879642	3166
2523.779872	-11.963118	3167
2524.946143	-12.689747	3168
2525.899758	-9.184454	3169
2526.992866	-11.840830	3170
2527.486274	4.930499	3171
2527.988420	-10.237199	3172
2529.064969	-11.417976	3173
2530.007887	-8.872141	3174
2531.127337	-9.790295	3175
2532.071327	-10.121104	3176
