time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2446.447713	151.550262	1.031475	-0.033628	19
2448.513084	331.613495	-1.011178	0.032373	21
2450.578127	151.597214	0.985711	-0.032136	23
2452.641648	331.529724	-0.965482	0.031193	25
2454.707486	341.237061	-0.419606	0.100000	27
2455.712411	164.509262	-0.304355	0.100000	29
2457.774999	150.308121	-0.915568	0.029748	31
2459.841009	150.321457	-0.897381	0.029121	33
2461.905594	150.328354	-0.874550	0.028698	35
2463.971485	150.297272	-0.851822	0.027934	37
2466.035224	150.329758	-0.831417	0.027268	39
2468.098124	150.290970	-0.810951	0.026713	41
2470.165717	150.268509	-0.790912	0.025941	43
2472.228971	150.237289	-0.771241	0.025352	45
2474.292410	150.274231	-0.751328	0.024695	47
2476.356400	150.302551	-0.730686	0.024185	49
2478.419478	150.351807	-0.712801	0.023393	51
2480.483670	150.330658	-0.694760	0.022586	53
2482.547220	150.219482	-0.676824	0.022115	55
2484.609499	150.068390	-0.660282	0.021618	57
2486.673645	150.040924	-0.643194	0.020534	59
2488.740311	150.028336	-0.625500	0.019955	61
2490.806027	150.097260	-0.610133	0.019264	63
2492.869424	150.229630	-0.595473	0.018454	65
2494.937431	150.365585	-0.580161	0.017817	67
2496.998928	150.388290	-0.566910	0.017101	69
2499.064192	150.423401	-0.552845	0.016423	71
2501.130280	150.381134	-0.537856	0.015767	73
2503.194129	150.356064	-0.523736	0.015137	75
2505.256385	150.292145	-0.511923	0.014581	77
2507.323462	150.280991	-0.496981	0.014201	79
2509.386886	150.253586	-0.484112	0.013505	81
2511.446919	150.268784	-0.472731	0.012880	83
2513.512380	150.226456	-0.458268	0.012717	85
2515.574843	150.133636	-0.445518	0.012071	87
2517.634746	150.056915	-0.433639	0.011610	89
2519.698064	150.063202	-0.423726	0.011112	91
2521.763210	150.121933	-0.409989	0.010863	93
2523.823343	150.178345	-0.399081	0.010260	95
2525.879797	150.287292	-0.389068	0.009981	97
2527.488067	238.872345	-0.007811	0.100000	99
2529.067627	330.783264	-0.371260	0.008854	101
2531.132594	330.817627	-0.361992	0.008376	103
