crossing time (s)	slope (V/s)	crossing number
5897.172503	-91.376695	5179
5898.219039	-97.362798	5180
5899.291309	-96.720646	5181
5900.307496	-82.375566	5182
5901.382235	-80.537766	5183
5902.435516	-80.068179	5184
5903.474279	-79.100827	5185
5904.496289	-71.149605	5186
5905.520054	-69.013719	5187
5906.556695	-70.102201	5188
5907.619817	-68.545084	5189
5908.689622	-63.861673	5190
5909.669967	-59.855729	5191
5910.761295	-60.728581	5192
5911.826038	-55.575192	5193
5912.857999	-54.665329	5194
5913.942155	-53.861389	5195
5914.914776	-49.011066	5196
5915.944154	-47.376805	5197
5917.006102	-45.619387	5198
5918.030563	-45.549107	5199
5919.101095	-43.431647	5200
5920.129006	-41.316653	5201
5921.173961	-36.955430	5202
5922.220665	-36.853097	5203
5923.272622	-36.023020	5204
5924.315822	-35.659566	5205
5925.376443	-33.669207	5206
5926.404065	-31.517508	5207
5927.451015	-29.587930	5208
5928.477594	-29.239372	5209
5929.542785	-28.634261	5210
5930.563137	-27.761555	5211
5931.593791	-25.763251	5212
5932.660230	-23.901556	5213
5933.702949	-25.740287	5214
5934.746465	-24.742382	5215
5935.771435	-21.461777	5216
5936.822954	-21.224696	5217
5937.855387	-20.296400	5218
5938.915973	-20.335171	5219
5939.971325	-19.244752	5220
5940.992244	-17.774095	5221
5942.070320	-16.340150	5222
5943.046473	-16.192732	5223
5944.133149	-14.046798	5224
5945.163292	-14.142433	5225
5946.225183	-14.309281	5226
5947.214529	-13.652511	5227
5948.337377	-12.124738	5228
5949.320602	-12.441132	5229
5950.388038	-9.123497	5230
5951.377717	-13.249349	5231
5952.487742	-11.451658	5232
5953.517407	-10.220381	5233
5954.593109	-8.535243	5234
5955.565182	-9.157471	5235
5956.620640	-8.510535	5236
5957.659008	-10.550074	5237
5958.765895	-7.812851	5238
