time (s)	magX	magY	magZ
5898.150348	144.775574	386.995911	684.653381
5898.153679	146.236710	380.625366	700.609009
5898.157026	146.412048	374.488586	717.032104
5898.160348	147.464066	367.533600	733.630615
5898.163693	148.048508	359.701935	749.586243
5898.167042	148.632965	351.753357	765.717163
5898.170389	149.392746	342.869659	781.906433
5898.173689	149.509644	333.810608	797.862061
5898.177060	150.035660	324.459381	812.707153
5898.180794	150.561661	314.465210	826.792480
5898.184128	151.087677	303.009918	843.274048
5898.187438	150.503220	292.489777	857.710083
5898.190788	151.087677	280.742249	873.315002
5898.194149	150.912338	268.527191	887.283447
5898.197451	150.386322	256.838104	902.070190
5898.200744	149.743423	243.746338	916.213928
5898.204052	149.743423	230.303909	929.480957
5898.207874	148.749863	216.101685	941.403809
5898.211198	148.106949	201.957916	955.372253
5898.214463	146.938049	186.820557	966.184631
5898.217794	145.593811	171.624771	979.334900
5898.221143	144.074219	155.376968	989.679749
5898.224433	142.203979	139.187607	999.907654
5898.227779	139.924606	122.706024	1010.018616
5898.231095	137.586792	105.873764	1020.363586
5898.234472	134.781418	88.340157	1028.429077
5898.237773	132.560486	70.806549	1037.429565
5898.241528	129.229111	53.389832	1044.618408
5898.244882	126.189941	35.096436	1050.638306
5898.248175	121.981888	16.218586	1056.249023
5898.251455	118.592056	-2.016363	1061.099976
5898.254759	115.611343	-20.660433	1065.658813
5898.258043	111.520164	-39.304497	1068.814697
5898.261858	107.838104	-57.656342	1071.269531
5898.264775	104.156052	-75.891289	1072.438477
5898.268515	99.889542	-93.717117	1071.386353
5898.271846	96.207489	-112.244301	1070.918823
5898.275176	92.116302	-129.427246	1069.048584
5898.278448	88.609589	-146.960846	1066.593872
5898.281786	84.284630	-163.734665	1063.671631
5898.285071	80.135010	-180.683823	1058.353027
5898.288468	76.394508	-196.931610	1052.800781
5898.291782	72.244888	-212.127411	1045.904175
5898.295590	68.679718	-226.504959	1037.897217
5898.298985	64.004089	-241.466980	1029.481079
5898.302317	60.848045	-254.967834	1021.298645
5898.305644	57.049095	-268.468719	1010.953796
5898.308985	52.665695	-281.852722	1000.842834
5898.312315	49.568092	-293.834015	990.381042
5898.315660	46.587379	-305.639984	977.464661
5898.318983	43.314438	-317.153717	966.710754
5898.322317	40.041496	-327.381653	953.852661
5898.325653	36.534775	-337.142029	940.702454
5898.328979	33.612511	-347.837524	925.740479
5898.332315	31.157804	-356.136780	912.064270
5898.335658	27.241966	-364.552887	898.388062
5898.338990	24.962597	-372.267700	883.016907
5898.342740	21.046757	-378.930481	868.464050
5898.346075	18.650497	-385.943878	852.274658
5898.349395	15.845123	-392.431335	836.961975
5898.352729	12.046173	-398.334290	821.590820
5898.356075	9.591469	-403.828186	805.343079
5898.359433	6.610756	-409.205139	788.627686
5898.362736	3.863823	-412.594971	773.198181
5898.366094	1.935131	-417.270599	757.593201
5898.369436	-0.928696	-421.069580	741.345459
5898.372759	-3.617180	-423.758026	724.045593
5898.376109	-7.065456	-427.030975	707.622437
5898.379820	-9.169491	-428.725891	690.907104
5898.383158	-11.624195	-430.654602	674.717712
5898.386521	-14.137348	-433.109283	658.645264
5898.389871	-16.416714	-433.459991	643.507874
5898.393274	-18.637638	-434.453522	627.026306
5898.396567	-21.033894	-434.687317	609.668030
5898.399903	-22.670368	-434.219788	594.881348
5898.403161	-24.482174	-434.278198	578.458191
5898.406479	-26.644657	-434.102875	562.911743
5898.409828	-27.930454	-432.933929	548.358826
5898.413656	-29.157803	-431.765076	533.630615
5898.417000	-30.034481	-430.070160	519.136169
5898.420368	-31.963177	-428.667450	504.992371
5898.423687	-32.664516	-426.797180	491.491516
5898.427017	-34.300991	-424.517822	476.704834
5898.430316	-35.119221	-422.647552	464.255981
5898.433700	-35.762127	-420.601990	451.514893
5898.437069	-36.229687	-418.030396	438.364685
5898.440354	-36.697254	-414.874359	426.909393
5898.443654	-36.872593	-411.835175	414.460541
5898.447004	-37.515484	-409.497406	403.297455
5898.450353	-38.392170	-406.458221	391.491486
5898.453757	-38.509060	-403.126862	380.679108
5898.457093	-39.093510	-400.087677	370.217407
5898.460846	-39.268848	-396.522522	360.047913
5898.464137	-39.268848	-394.301605	350.404449
5898.467466	-39.327297	-390.268829	340.702515
5898.470800	-39.794857	-386.878998	331.059021
5898.474119	-40.145527	-382.729431	322.526001
5898.477427	-39.561077	-380.274689	313.759186
5898.480742	-39.970188	-376.066620	305.518402
5898.484058	-40.145527	-373.378143	297.336060
5898.487816	-40.437756	-369.579193	289.504364
5898.491137	-40.379307	-366.130920	282.374023
5898.494489	-41.022205	-362.390411	274.893036
5898.497819	-40.729984	-359.000580	266.886017
5898.501151	-41.197544	-355.727631	260.340149
5898.504486	-41.022205	-352.104034	253.326721
5898.507789	-41.723553	-348.597321	245.845673
5898.511135	-41.840443	-345.149048	239.650513
5898.514450	-41.606663	-341.291656	233.279968
5898.518300	-41.723553	-337.434265	226.558716
5898.521615	-41.898891	-333.869080	220.714203
5898.524958	-41.898891	-330.771484	214.168335
5898.528338	-42.483341	-327.440094	209.492706
5898.531682	-42.892460	-324.284058	203.297485
5898.534963	-42.600231	-320.601990	197.628265
5898.538310	-43.067799	-317.387512	192.075989
5898.541583	-42.950901	-313.588531	187.517242
5898.544946	-42.717121	-310.140259	182.490936
5898.548233	-42.308002	-307.217987	178.750427
5898.551973	-42.366451	-303.711273	173.665680
5898.555630	-41.840443	-301.490356	169.106964
5898.558960	-42.074223	-297.983643	165.074219
5898.562292	-42.015781	-294.944489	160.573944
5898.565628	-42.191113	-291.788422	157.593231
5898.568953	-41.489765	-288.807709	154.320282
5898.572290	-41.489765	-286.762146	150.053772
5898.575626	-41.197544	-283.722961	147.540619
5898.578956	-41.197544	-281.209808	143.332550
5898.582305	-41.022205	-278.346008	140.819397
5898.585621	-40.320866	-275.715973	137.780243
5898.588958	-40.496204	-273.436584	134.857971
5898.592340	-40.262417	-270.806549	132.403259
5898.595625	-40.028637	-269.228516	129.773224
5898.598951	-39.736408	-266.715363	127.961433
5898.602287	-39.151958	-264.786682	124.396263
5898.605619	-39.619518	-262.624207	122.818245
5898.608952	-39.444187	-260.812408	120.363533
5898.612289	-38.567501	-259.000580	118.376396
5898.616051	-38.625950	-256.662781	116.155464
5898.619375	-38.976620	-254.500275	113.408531
5898.622705	-38.801281	-253.331390	112.298073
5898.626056	-39.151958	-251.052002	109.609581
5898.629407	-38.392170	-248.889526	108.382225
5898.632741	-38.625950	-248.129761	106.395088
5898.636065	-38.801281	-245.558167	104.875511
5898.639384	-38.216831	-243.863251	104.057289
5898.642702	-38.742840	-243.161896	101.135017
5898.646040	-38.509060	-240.999420	99.615425
5898.649806	-38.216831	-239.187622	98.621864
5898.653157	-38.099941	-237.843369	97.394508
5898.656496	-38.333721	-236.031570	95.115150
5898.659900	-38.625950	-234.862656	93.244896
5898.663259	-38.859730	-233.459961	91.549980
5898.666530	-38.333721	-231.706604	90.556404
5898.669822	-38.333721	-230.362366	89.270592
5898.673130	-38.333721	-229.076569	87.458794
5898.676458	-38.567501	-228.609009	86.056114
