time (s)	det(V)
5330.151492	-0.068797	
5330.153121	-0.007784	
5330.154613	-0.061123	
5330.156233	0.005993	
5330.157756	0.006424	
5330.159329	-0.025649	
5330.160807	0.044375	
5330.162403	-0.065928	
5330.163897	-0.008799	
5330.165463	-0.034411	
5330.166981	0.015113	
5330.168479	-0.051261	
5330.170066	0.027424	
5330.171586	-0.010765	
5330.173180	-0.001935	
5330.174685	0.052508	
5330.176246	0.029917	
5330.177775	-0.014950	
5330.179325	-0.050822	
5330.180862	0.031927	
5330.182391	0.037015	
5330.183955	0.044524	
5330.185493	0.002086	
5330.187064	0.009578	
5330.188557	0.029881	
5330.190122	0.016551	
5330.191650	-0.003828	
5330.193237	0.024552	
5330.194728	-0.023732	
5330.196308	-0.039829	
5330.197845	0.046441	
5330.199399	-0.001173	
5330.200943	-0.002845	
5330.202443	0.012310	
5330.204034	0.068452	
5330.205533	0.003834	
5330.207131	0.007468	
5330.208627	0.028471	
5330.210218	0.027758	
5330.211731	0.006170	
5330.213306	-0.050407	
5330.214827	0.018332	
5330.216376	0.035013	
5330.217926	0.037910	
5330.219441	0.030477	
5330.221014	0.037744	
5330.222540	0.011008	
5330.224126	0.024616	
5330.225614	0.012587	
5330.227189	0.055679	
5330.228717	0.023178	
5330.230315	0.049624	
5330.231807	0.074277	
5330.233364	0.002803	
5330.234887	-0.016578	
5330.236448	0.006021	
5330.237999	0.044556	
5330.239487	0.045003	
5330.241115	0.014267	
5330.242604	0.075772	
5330.244212	0.034171	
5330.245701	0.030779	
5330.247300	-0.009741	
5330.248797	0.005486	
5330.250356	0.001739	
5330.251868	0.076698	
5330.253437	0.093686	
5330.254963	0.041519	
5330.256481	0.047086	
5330.258046	0.080763	
5330.259571	0.029136	
5330.261167	0.013812	
5330.262652	0.028987	
5330.264237	-0.005625	
5330.265757	0.047678	
5330.267362	0.011423	
5330.268849	-0.010745	
5330.270414	0.001054	
5330.271926	0.084630	
5330.273502	0.023573	
5330.275028	0.033543	
5330.276548	0.028234	
5330.278110	-0.005548	
5330.279633	0.014614	
5330.281246	-0.002599	
5330.282739	0.069387	
5330.284290	-0.024586	
5330.285808	0.061552	
5330.287388	-0.026673	
5330.288917	0.054345	
5330.290463	-0.002865	
5330.292031	0.056915	
5330.293550	0.000027	
5330.295117	-0.022245	
5330.296616	-0.036345	
