crossing time (s)	slope (V/s)	crossing number
5329.711829	-110.534362	4524
5330.794472	-106.630807	4525
5331.828898	-98.283926	4526
5332.916170	-87.940947	4527
5333.935735	-88.592653	4528
5334.977745	-87.821202	4529
5336.009570	-77.699433	4530
5337.071498	-71.071207	4531
5338.073992	-66.372484	4532
5339.129031	-65.950048	4533
5340.163354	-57.591098	4534
5341.229103	-55.690018	4535
5342.252503	-55.319867	4536
5343.308753	-51.815017	4537
5344.322428	-45.913320	4538
5345.401926	-44.781619	4539
5346.435003	-42.329778	4540
5347.496268	-35.968771	4541
5348.522292	-37.022087	4542
5349.559729	-35.141835	4543
5350.638508	-34.186902	4544
5351.683408	-33.132765	4545
5352.701609	-28.880984	4546
5353.761834	-28.453653	4547
5354.819829	-25.901580	4548
5355.865593	-23.610025	4549
5356.850011	-22.514739	4550
5357.910945	-19.269923	4551
5358.944024	-22.876399	4552
5359.991803	-19.238154	4553
5361.028488	-17.375719	4554
5362.069599	-14.567251	4555
5363.116894	-12.662706	4556
5364.203529	-17.251408	4557
5365.201309	-11.224396	4558
5366.260651	-12.035659	4559
5367.278390	-11.013609	4560
5368.359323	-10.418993	4561
5369.371918	-9.059551	4562
5370.437029	-9.519272	4563
5371.460277	-7.577749	4564
5372.535887	-11.319257	4565
5373.542392	-9.327922	4566
5374.615192	-7.090036	4567
5375.657071	-5.827436	4568
5376.693464	-3.795190	4569
5377.724459	-4.298624	4570
5378.786526	-6.314039	4571
5379.796376	-6.471134	4572
