time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5330.789403	79.518494	1.203623	-0.100000	173
5332.876844	262.513458	1.168558	0.100000	175
5334.964287	258.882080	1.130029	0.100000	177
5337.050676	259.084290	1.041039	0.100000	179
5339.136715	259.341949	0.954425	0.100000	181
5341.223265	253.243820	-0.790434	0.100000	183
5343.309967	258.945068	-0.774591	0.100000	185
5345.396593	271.331116	-0.718777	0.100000	187
5347.483549	259.337372	-0.671630	0.100000	189
5349.570077	259.318329	-0.690835	0.086196	191
5351.657070	258.694427	-0.634546	0.100000	193
5353.745669	259.046967	-0.601482	0.078417	195
5355.831773	258.867065	-0.564082	0.073476	197
5357.916892	259.038269	-0.528006	0.069149	199
5360.003668	258.842407	-0.492091	0.065578	201
5362.089268	258.857452	-0.460542	0.061576	203
5364.173517	258.818604	-0.427522	0.058461	205
5366.269518	258.390594	-0.401113	0.054520	207
5368.351953	258.680634	-0.375751	0.050780	209
5370.431183	258.758545	-0.348841	0.047770	211
5372.515476	258.777466	-0.324030	0.044749	213
5374.608753	258.858002	-0.300315	0.042080	215
5376.702177	258.513214	-0.279419	0.039429	217
5378.787698	258.515869	-0.262403	0.036593	219
