time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
2873.092089	329.159912	-0.383422	-0.100000	221
2874.095969	154.337738	-0.366187	0.100000	223
2876.159669	152.220322	-0.941471	0.017105	225
2878.224691	152.293701	-0.920581	0.016579	227
2880.292272	152.325989	-0.898409	0.016224	229
2882.356039	150.462921	-0.465193	-0.100000	231
2883.419558	333.475098	-0.349456	0.100000	233
2885.483186	332.947998	-0.843188	0.014962	235
2887.547662	332.915375	-0.821835	0.014584	237
2889.613054	332.882355	-0.802995	0.013885	239
2891.679471	332.790314	-0.783595	0.013581	241
2893.743985	332.721741	-0.764224	0.012652	243
2895.809087	332.573853	-0.744644	0.012280	245
2897.876391	332.514801	-0.725157	0.011706	247
2899.943936	332.572723	-0.705607	0.011117	249
2902.010373	332.745514	-0.686759	0.010590	251
2904.077072	332.903412	-0.669436	0.010212	253
2906.141406	332.897675	-0.652465	0.009796	255
2908.208253	332.719177	-0.637169	0.009473	1
2910.272309	332.566864	-0.621245	0.008918	3
2912.334129	332.592773	-0.605076	0.008493	5
2913.879506	49.768536	-0.009254	0.100000	7
2915.387951	152.346130	-0.584810	0.007798	9
2917.452501	152.378510	-0.570820	0.007482	11
2919.514132	152.392197	-0.557890	0.007081	13
2921.583304	152.319229	-0.542447	0.006718	15
2923.643424	152.215012	-0.528838	0.006135	17
2925.708289	152.180222	-0.515400	0.005909	19
2927.769517	152.146271	-0.501302	0.005613	21
2929.839970	152.145233	-0.488743	0.005247	23
2931.901065	152.146851	-0.475086	0.004969	25
2933.964730	152.152664	-0.462773	0.004554	27
2936.025432	152.204071	-0.452005	0.004223	29
2938.091422	152.182907	-0.438776	0.004036	31
2940.154512	152.128464	-0.426482	0.003877	33
2942.215214	152.089783	-0.415938	0.003520	35
2944.278369	156.952774	-0.270106	0.030141	37
2945.379999	328.609955	-0.260629	0.027496	39
2947.453408	332.188141	-0.385788	0.001666	41
2949.508365	332.286621	-0.374755	0.001431	43
2951.583281	332.318878	-0.364883	0.001195	45
2953.636818	333.896942	-0.213446	0.012070	47
2954.601363	137.872116	-0.210447	0.051297	49
2956.662635	152.028534	-0.342983	0.001887	51
2958.721339	152.053619	-0.334501	0.001382	53
2960.795870	152.114548	-0.325487	0.001370	55
2962.853358	152.162384	-0.317769	0.000886	57
2964.912600	152.171371	-0.310165	0.000397	59
