time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
3478.561606	62.432999	-0.026361	0.100000	91
3480.625931	334.291199	-0.900657	0.033289	93
3482.691065	334.264191	-0.886901	0.032408	95
3484.757108	334.212555	-0.870147	0.032194	97
3486.820656	334.131653	-0.854969	0.031569	99
3488.394850	44.768532	-0.047391	0.100000	101
3489.867608	152.617462	-0.833577	0.030416	103
3491.930265	152.675339	-0.819205	0.029783	105
3493.995034	152.686386	-0.803662	0.029314	107
3496.060316	152.671768	-0.788414	0.028721	109
3498.124923	152.632538	-0.774049	0.028255	111
3500.189700	152.645035	-0.763183	0.027676	113
3502.257260	150.720215	-0.405281	0.100000	115
3503.323829	321.120789	-0.362186	0.091098	117
3505.388131	333.600159	-0.735547	0.025645	119
3507.448604	333.718628	-0.722176	0.025044	121
3509.508337	333.716217	-0.707941	0.024840	123
3511.574385	333.652191	-0.694770	0.024096	125
3513.639028	333.582336	-0.680883	0.023909	127
3515.703600	333.486084	-0.666524	0.023184	129
3517.769774	333.367889	-0.652781	0.022663	131
3519.838209	333.264252	-0.640589	0.022108	133
3521.903642	333.209808	-0.627334	0.021511	135
3523.968817	333.188904	-0.615574	0.020921	137
3526.032192	333.159760	-0.603063	0.020332	139
3528.100058	333.155701	-0.592465	0.019830	141
3530.163655	333.121826	-0.581714	0.019153	143
3532.226356	333.127411	-0.569871	0.018465	145
3534.285369	333.062714	-0.558249	0.018060	147
3536.349956	332.981720	-0.549095	0.017481	149
3538.414034	332.936737	-0.539063	0.016720	151
3540.471490	332.950653	-0.528882	0.016142	153
3542.534694	332.884369	-0.518452	0.015585	155
3544.599923	332.871948	-0.509064	0.014878	157
3546.661025	332.931458	-0.498911	0.014215	159
3548.723975	332.935364	-0.486531	0.013838	161
3550.795969	332.976196	-0.477618	0.013222	163
3552.862971	333.053162	-0.466021	0.012807	165
3554.928921	333.163910	-0.454907	0.012330	167
3557.001908	333.239532	-0.444433	0.011819	169
3559.071151	333.394379	-0.433277	0.011813	171
3561.131427	333.349365	-0.422791	0.011847	173
3563.205659	333.331238	-0.415551	0.011512	175
3565.266986	333.285278	-0.406407	0.011373	177
3567.335830	333.306396	-0.398126	0.010938	179
3569.396159	333.132385	-0.388905	0.010906	181
3571.457900	333.092804	-0.383829	0.010025	183
3573.522933	333.025024	-0.375760	0.009543	185
3575.585363	333.009613	-0.366630	0.009520	187
3577.640325	333.004089	-0.361122	0.008747	189
3579.702823	332.979919	-0.357454	0.008233	191
3581.766744	333.113068	-0.351821	0.007742	193
3583.825400	333.224304	-0.345507	0.007346	195
3585.875407	333.376831	-0.339124	0.007184	197
3587.935072	333.436035	-0.334082	0.006733	199
