time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4497.072733	334.896423	-0.896599	0.027738	183
4499.136249	335.132812	-0.887937	0.027599	185
4501.196584	334.928741	-0.879725	0.027504	187
4503.259058	334.572601	-0.868803	0.026942	189
4505.318624	334.271271	-0.855466	0.026300	191
4507.381808	334.247162	-0.843077	0.025575	193
4509.441780	334.342957	-0.830078	0.025143	195
4511.506587	334.487091	-0.817500	0.024656	197
4513.569086	334.547974	-0.808346	0.024257	199
4515.632501	334.554169	-0.798142	0.023457	201
4517.694214	334.575897	-0.790488	0.023349	203
4519.756024	332.554932	-0.397656	0.100000	205
4520.809485	138.993515	-0.355955	0.100000	207
4522.869943	154.664490	-0.761442	0.022501	209
4524.436813	231.439148	-0.027255	0.100000	211
4525.948119	334.352142	-0.747088	0.022036	213
4528.010882	334.271179	-0.738355	0.021628	215
4530.077056	334.322540	-0.727367	0.021151	217
4532.141518	334.359741	-0.716596	0.020728	219
4533.707767	47.257317	-0.022134	0.100000	221
4535.241834	154.854538	-0.700533	0.020097	223
4537.305434	154.668915	-0.692429	0.019508	225
4539.370855	154.648712	-0.684512	0.018803	227
4541.437197	154.669998	-0.674225	0.018541	229
4543.502499	154.558655	-0.665167	0.017889	231
4545.562232	154.474579	-0.655800	0.017457	233
4547.625374	154.458023	-0.647795	0.016875	235
4549.684718	154.452499	-0.640009	0.016366	237
4551.747466	154.528336	-0.631843	0.016040	239
4553.808609	160.890884	-0.333447	0.037963	241
4554.825860	322.831268	-0.324793	0.075150	243
4556.893615	334.363892	-0.611534	0.014879	245
4558.951608	334.408997	-0.604476	0.014595	247
4561.014737	342.153503	-0.333825	0.052498	249
4562.063027	141.405991	-0.321417	0.080115	251
4564.126892	154.484848	-0.581688	0.013547	253
4566.189447	154.613342	-0.571920	0.012873	255
4568.253936	154.802170	-0.560945	0.012621	1
4570.318482	154.995285	-0.555230	0.012089	3
4572.380425	155.040817	-0.548795	0.011860	5
4574.442252	154.859451	-0.542035	0.011621	7
4576.501419	154.526276	-0.536027	0.011157	9
4578.561613	154.268295	-0.526019	0.010492	11
4580.617250	154.253159	-0.517877	0.010019	13
4582.685348	154.276245	-0.508123	0.009473	15
4584.747879	154.343842	-0.502126	0.009081	17
4586.808224	154.328110	-0.494826	0.008913	19
4588.877576	154.366943	-0.487769	0.008716	21
4590.944779	154.377762	-0.480302	0.008245	23
4593.001238	154.373550	-0.472306	0.007982	25
4595.071294	154.380493	-0.465504	0.007621	27
4597.129815	154.385132	-0.459855	0.007313	29
4599.194273	154.374435	-0.452690	0.007109	31
4601.257561	154.350418	-0.447221	0.006677	33
4602.797020	238.453583	-0.005891	0.100000	35
4604.327397	334.211273	-0.436793	0.006073	37
4606.388789	334.257629	-0.430530	0.005863	39
4608.454332	334.237885	-0.423331	0.005472	41
4610.520100	334.265442	-0.418585	0.005258	43
4612.581421	334.166290	-0.411436	0.004885	45
4614.644377	334.141632	-0.407357	0.004584	47
4616.700936	334.196655	-0.402027	0.004134	49
