time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4337.806436	83.660522	1.194811	-0.066841	83
4339.894399	75.537613	1.170262	-0.100000	85
4341.978511	82.892159	1.054628	-0.100000	87
4344.066665	83.544182	1.002928	-0.062904	89
4346.153050	263.324066	-0.943722	0.061523	91
4348.239063	263.104919	-0.885127	0.060228	93
4350.324593	263.058502	-0.791994	0.100000	95
4352.410531	262.973816	-0.775075	0.056423	97
4354.498926	262.972809	-0.723356	0.054137	99
4356.583995	262.870117	-0.675987	0.051755	101
4358.670705	262.874359	-0.632341	0.049224	103
4360.758334	262.902039	-0.590447	0.046752	105
4362.846111	262.925537	-0.550660	0.044110	107
4364.933083	263.024628	-0.513503	0.041681	109
4367.017904	263.121155	-0.477561	0.039535	111
4369.103767	263.154175	-0.443994	0.037440	113
4371.191658	262.954071	-0.412534	0.035441	115
4373.283217	262.687592	-0.384740	0.033149	117
4375.368836	262.697968	-0.359894	0.030932	119
4377.447888	262.963165	-0.335900	0.028992	121
4379.538390	262.931976	-0.311589	0.027226	123
4381.624872	263.092010	-0.290236	0.025813	125
4383.706196	263.049225	-0.269197	0.024008	127
4385.798524	262.683075	-0.249797	0.022161	129
4387.884669	262.426514	-0.232558	0.021101	131
4389.972360	262.462067	-0.217136	0.019863	133
4392.043988	262.403015	-0.201474	0.018852	135
4394.142129	262.243073	-0.188064	0.017339	137
4396.234052	262.103973	-0.175039	0.016444	139
4398.294753	262.329376	-0.164041	0.015340	141
4400.400449	262.082458	-0.151016	0.014445	143
4402.494260	262.386932	-0.142632	0.013390	145
4404.580763	289.934143	-0.084946	0.043136	147
4405.613046	68.271980	-0.096526	0.025108	149
