time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6450.661787	79.609383	1.164020	-0.100000	143
6452.745275	80.355064	1.126367	-0.100000	145
6454.828947	68.712410	1.110773	-0.100000	147
6456.913040	81.281464	1.063561	-0.094005	149
6458.996205	80.983566	1.011465	-0.100000	151
6461.080835	257.168182	-0.954130	0.100000	153
6463.168330	260.929443	-0.928896	0.100000	155
6465.254487	260.828674	-0.899973	0.090558	157
6467.342585	261.168243	-0.743863	0.100000	159
6469.430935	260.077759	-0.804448	0.100000	161
6471.521208	269.673950	-0.728104	0.100000	163
6473.607931	261.790863	-0.757684	0.085413	165
6475.691663	261.560394	-0.729804	0.083964	167
6477.770762	260.506622	-0.703302	0.081933	169
6479.849857	259.206696	-0.671593	0.079035	171
6481.929494	258.883301	-0.636673	0.075999	173
6484.019566	259.583313	-0.606202	0.072712	175
6486.114111	260.416992	-0.579690	0.070280	177
6488.207814	261.175446	-0.553516	0.068752	179
6490.296259	261.489563	-0.528628	0.067003	181
6492.382759	261.362762	-0.507283	0.064816	183
6494.463053	261.038635	-0.486318	0.062421	185
6496.542856	260.328979	-0.465130	0.059595	187
6498.624226	259.783783	-0.444416	0.056976	189
6500.704928	259.492615	-0.424389	0.054998	191
6502.795256	259.331085	-0.405002	0.052928	193
6504.878049	259.581085	-0.386566	0.051260	195
6506.962522	259.687988	-0.368020	0.049363	197
6509.062232	259.708801	-0.351287	0.047744	199
6511.153452	259.973236	-0.335886	0.046392	201
6513.239958	259.813629	-0.320549	0.045056	203
6515.331285	259.769989	-0.310231	0.042936	205
6517.402759	259.613800	-0.298736	0.040754	207
6519.480223	259.347778	-0.287519	0.038525	209
6521.550534	259.231598	-0.272564	0.037110	211
