crossing time (s)	slope (V/s)	crossing number
6449.623162	-102.453528	5518
6450.684746	-97.106499	5519
6451.722701	-92.897744	5520
6452.782400	-88.181596	5521
6453.786070	-89.455251	5522
6454.824436	-85.134402	5523
6455.872531	-78.128934	5524
6456.892429	-76.815778	5525
6457.987779	-74.037759	5526
6459.007260	-70.182788	5527
6460.067898	-69.167790	5528
6461.096305	-69.448150	5529
6462.130561	-62.421880	5530
6463.156526	-60.482906	5531
6464.228317	-58.736229	5532
6465.266986	-58.120069	5533
6466.295990	-53.408819	5534
6467.363540	-51.532990	5535
6468.390922	-48.143914	5536
6469.449140	-48.760867	5537
6470.454920	-48.063225	5538
6471.548651	-45.534995	5539
6472.541215	-44.171851	5540
6473.619693	-40.542797	5541
6474.642092	-38.236412	5542
6475.693098	-37.239830	5543
6476.704100	-36.539952	5544
6477.768965	-32.450224	5545
6478.802719	-33.347806	5546
6479.831890	-31.467747	5547
6480.894441	-32.732724	5548
6481.945163	-27.293001	5549
6482.973818	-27.373070	5550
6484.007585	-31.045379	5551
6485.074459	-25.791801	5552
6486.099272	-24.995127	5553
6487.166823	-24.962675	5554
6488.202420	-21.904040	5555
6489.242328	-21.418441	5556
6490.281859	-19.419858	5557
6491.304110	-20.682272	5558
6492.387806	-17.556485	5559
6493.422680	-19.194563	5560
6494.460525	-16.458904	5561
6495.481908	-14.957432	5562
6496.555163	-19.067852	5563
6497.579574	-15.140805	5564
6498.654375	-13.825919	5565
6499.667469	-14.225084	5566
6500.699374	-13.674306	5567
6501.756001	-9.815448	5568
6502.788047	-12.417863	5569
6503.851587	-12.699614	5570
6504.877923	-10.845654	5571
6505.944586	-12.364232	5572
6506.997255	-10.918666	5573
6508.021122	-9.558134	5574
6509.036108	-9.958176	5575
6510.059076	-10.930671	5576
6511.157126	-7.170827	5577
6512.152052	-7.540164	5578
6513.241955	-6.172216	5579
6514.223239	-7.411896	5580
6515.345986	-7.365404	5581
6516.352952	-6.372652	5582
6517.402322	-8.132168	5583
6518.431871	-6.442643	5584
6519.487850	-5.457128	5585
6520.518910	-4.687989	5586
6521.537842	-3.068910	5587
