time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
6314.896281	261.641632	1.173761	-0.048767	41
6316.984833	262.170868	1.136064	-0.049974	43
6319.066753	261.322449	1.223416	-0.100000	45
6321.147437	80.544479	-1.050623	0.100000	47
6323.231068	80.209229	-1.013547	0.048587	49
6325.314684	80.172104	-0.969886	0.048268	51
6327.400387	80.323593	-0.931259	0.048150	53
6329.483138	80.408234	-0.895113	0.048005	55
6331.570367	80.440651	-0.860319	0.047940	57
6333.657503	80.643600	-0.826042	0.047467	59
6335.747866	80.761452	-0.792243	0.047154	61
6337.838544	80.738029	-0.758239	0.046903	63
6339.929769	80.149002	-0.727518	0.045395	65
6342.009878	80.146675	-0.705310	0.042797	67
6344.084351	80.926361	-0.671845	0.042075	69
6346.164965	81.060860	-0.633880	0.042899	71
6348.259092	80.601959	-0.603761	0.042175	73
6350.356754	79.956467	-0.579297	0.040505	75
6352.442372	79.695129	-0.561983	0.037280	77
6354.511866	80.557671	-0.538940	0.036426	79
6356.588919	80.875633	-0.506810	0.036931	81
6358.669439	80.506157	-0.482319	0.036030	83
6360.768242	80.362656	-0.461216	0.034735	85
6362.859844	80.386986	-0.440791	0.033055	87
6364.956130	80.443504	-0.420657	0.031885	89
6367.040620	80.500816	-0.400868	0.030787	91
6369.132211	80.605286	-0.382009	0.029611	93
6371.221253	80.807755	-0.364920	0.028807	95
6373.305538	80.961906	-0.349976	0.027813	97
6375.381416	81.031853	-0.334898	0.027030	99
6377.457086	80.632523	-0.323472	0.026296	101
6379.532591	79.735344	-0.310125	0.025914	103
6381.603088	78.430962	-0.295713	0.025558	105
