crossing time (s)	slope (V/s)	crossing number
6314.897914	-96.652195	5417
6315.928486	-95.803784	5418
6316.953160	-90.509264	5419
6318.026494	-85.866566	5420
6319.066991	-83.479806	5421
6320.111298	-81.388952	5422
6321.173974	-80.444904	5423
6322.213052	-73.035715	5424
6323.182195	-67.018203	5425
6324.322236	-69.481683	5426
6325.281880	-65.602973	5427
6326.348218	-63.600355	5428
6327.348167	-59.922293	5429
6328.471329	-60.629197	5430
6329.509836	-55.862255	5431
6330.501791	-54.742527	5432
6331.540621	-54.605891	5433
6332.604379	-49.712037	5434
6333.642815	-47.871633	5435
6334.723256	-46.767572	5436
6335.736656	-43.560906	5437
6336.810563	-42.500497	5438
6337.870935	-39.477301	5439
6338.892042	-39.433861	5440
6339.954975	-37.005603	5441
6340.958637	-35.532142	5442
6342.026559	-33.904359	5443
6343.028014	-31.520071	5444
6344.097233	-31.967533	5445
6345.162926	-30.166775	5446
6346.145418	-28.664977	5447
6347.233332	-26.674693	5448
6348.277278	-25.463257	5449
6349.296326	-26.926650	5450
6350.344120	-25.438051	5451
6351.366687	-25.832132	5452
6352.419159	-21.581998	5453
6353.512684	-19.701993	5454
6354.509136	-23.163818	5455
6355.575955	-22.133110	5456
6356.587955	-18.980278	5457
6357.667197	-18.556346	5458
6358.703246	-15.592947	5459
6359.737870	-19.127400	5460
6360.768090	-15.917517	5461
6361.816969	-14.735133	5462
6362.862687	-14.033955	5463
6363.905177	-13.258064	5464
6364.958043	-13.938600	5465
6365.991299	-12.846440	5466
6367.049023	-12.025697	5467
6368.073668	-10.695754	5468
6369.131981	-10.779963	5469
6370.145783	-8.890359	5470
6371.208039	-9.448238	5471
6372.240413	-9.046639	5472
6373.280052	-9.338287	5473
6374.337311	-7.806047	5474
6375.414962	-8.065693	5475
6376.394672	-9.508593	5476
6377.469228	-7.452106	5477
6378.483747	-6.660954	5478
6379.545606	-6.740412	5479
6380.569010	-6.385702	5480
6381.603585	-6.624836	5481
