time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4959.952897	148.691864	0.952690	-0.070209	131
4962.019259	328.340790	-0.874076	0.064483	133
4964.093521	329.784546	-0.796757	0.058536	135
4966.178580	331.831757	-0.734371	0.055273	137
4968.248294	331.997040	-0.685952	0.055745	139
4970.301190	329.836731	-0.634466	0.053710	141
4972.353245	328.049408	-0.573680	0.048244	143
4974.415433	328.374390	-0.516088	0.041095	145
4976.504769	330.345001	-0.466237	0.036037	147
4978.593569	332.102844	-0.430658	0.034439	149
4980.659564	332.085327	-0.400017	0.034372	151
4982.721247	330.677887	-0.371336	0.031641	153
4984.769722	329.239716	-0.337920	0.028888	155
4986.807903	328.380157	-0.305643	0.026306	157
4988.871700	328.276093	-0.275652	0.023774	159
