time (s)	det(V)
6097.076025	-0.302444	
6097.077514	-0.130717	
6097.079130	-0.241923	
6097.080629	-0.176366	
6097.082215	-0.266383	
6097.083744	-0.169461	
6097.085283	-0.280832	
6097.086876	-0.175991	
6097.088370	-0.226700	
6097.090018	-0.267430	
6097.091520	-0.252578	
6097.093141	-0.154069	
6097.094622	-0.114604	
6097.096164	-0.165820	
6097.097676	-0.113560	
6097.099229	-0.183492	
6097.100733	-0.136937	
6097.102229	-0.205764	
6097.103822	-0.213688	
6097.105300	-0.181695	
6097.106895	-0.185405	
6097.108387	-0.165099	
6097.109933	-0.164116	
6097.111448	-0.115349	
6097.113023	-0.149300	
6097.114495	-0.096931	
6097.116061	-0.134415	
6097.117556	-0.099739	
6097.119114	-0.226301	
6097.120631	-0.171407	
6097.122129	-0.170331	
6097.123701	-0.215239	
6097.125221	-0.113580	
6097.126799	-0.131885	
6097.128295	-0.028510	
6097.129853	-0.145904	
6097.131376	-0.089209	
6097.132894	-0.066892	
6097.134456	-0.148655	
6097.135950	-0.072798	
6097.137521	-0.071629	
6097.139041	-0.066425	
6097.140613	-0.072947	
6097.142120	-0.072628	
6097.143680	-0.028313	
6097.145198	-0.052249	
6097.146737	-0.131204	
6097.148270	0.012836	
6097.149807	0.027129	
6097.151350	-0.049349	
6097.152863	-0.081144	
6097.154428	-0.064882	
6097.155948	-0.010472	
6097.157532	-0.091002	
6097.159024	-0.023241	
6097.160579	0.023874	
6097.162096	0.027330	
6097.163654	0.041655	
6097.165174	0.068089	
6097.166702	0.005328	
6097.168248	-0.019676	
6097.169766	-0.048745	
6097.171339	0.003756	
6097.172843	0.011463	
6097.174427	-0.031902	
6097.175919	0.066896	
6097.177479	0.074103	
6097.178982	0.143446	
6097.180546	0.073144	
6097.182065	0.086377	
6097.183622	0.076157	
6097.185142	0.095046	
6097.186654	0.042231	
6097.188207	0.071968	
6097.189722	0.135736	
6097.191317	0.119857	
6097.192807	0.121851	
6097.194360	0.126991	
