time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7959.388515	259.459900	1.224194	-0.100000	163
7961.471817	259.800262	1.194811	-0.100000	165
7963.556524	259.574707	1.165592	-0.100000	167
7965.640285	259.140564	1.141701	-0.100000	169
7967.726189	272.503235	1.193492	-0.100000	171
7969.808907	248.462402	1.129387	-0.100000	173
7971.892654	260.848969	1.059955	-0.100000	175
7973.978278	41.070457	-1.053634	0.100000	177
7976.063583	265.734772	1.013835	-0.100000	179
7978.147419	79.075737	-0.981237	0.100000	181
7980.233766	76.386917	-0.932318	0.100000	183
7982.317889	79.357796	-0.925768	0.100000	185
7984.402946	70.680115	-0.826033	0.100000	187
7986.487914	71.882912	-0.837273	0.100000	189
7988.571084	81.610832	-0.767390	0.100000	191
7990.653555	77.650635	-0.756059	0.100000	193
7992.737499	78.945473	-0.792995	0.100000	195
7994.820344	85.806892	-0.966492	0.100000	197
7996.901009	94.388725	-0.717531	0.100000	199
7998.985639	83.398598	-0.579346	0.100000	201
8001.069739	78.593338	-0.738509	0.081907	203
8003.153468	78.526169	-0.718071	0.080647	205
8005.239322	78.363449	-0.699675	0.079391	207
8007.323341	78.376053	-0.681216	0.078314	209
8009.407585	78.358994	-0.660896	0.076872	211
8011.492179	78.214989	-0.643299	0.075460	213
8013.575973	78.134300	-0.625244	0.074625	215
8015.658594	78.073547	-0.608918	0.073307	217
8017.742891	77.997810	-0.590168	0.072019	219
8019.824092	77.908478	-0.572595	0.070814	221
8021.908267	77.904861	-0.556480	0.069224	223
8023.995131	77.991661	-0.540715	0.068074	225
8026.079562	78.140198	-0.527371	0.066493	227
8028.168148	78.227577	-0.512527	0.065081	229
8030.251907	78.084816	-0.498330	0.063419	231
8032.340828	78.205750	-0.484163	0.062137	233
8034.422870	78.355820	-0.469565	0.060946	235
8036.512726	78.266785	-0.455509	0.059580	237
8038.591870	78.358353	-0.443119	0.058406	239
8040.679832	78.380737	-0.429608	0.057086	241
8042.760177	78.279861	-0.417257	0.055749	243
8044.848564	78.363655	-0.405936	0.054551	245
8046.929823	78.272102	-0.393601	0.053242	247
8049.011963	78.268433	-0.382925	0.051842	249
8051.100295	78.193558	-0.370663	0.051174	251
8053.183945	77.949852	-0.360712	0.049797	253
