time (s)	det(V)
7959.896412	0.024249	
7959.898026	-0.020835	
7959.899695	0.010823	
7959.901296	-0.023108	
7959.902950	-0.019345	
7959.904535	-0.049900	
7959.906243	0.028741	
7959.907810	0.011593	
7959.909517	0.014151	
7959.911080	-0.038620	
7959.912770	0.002642	
7959.914316	-0.020259	
7959.916033	-0.001137	
7959.917550	0.039920	
7959.919314	-0.026801	
7959.920805	0.059598	
7959.922514	-0.000726	
7959.923995	0.031130	
7959.925701	-0.054907	
7959.927186	0.055356	
7959.928849	-0.062613	
7959.930369	0.106842	
7959.932009	-0.054242	
7959.933560	0.062543	
7959.935170	-0.046830	
7959.936760	0.052287	
7959.938350	-0.053751	
7959.939950	-0.006889	
7959.941503	-0.063403	
7959.943118	0.010807	
7959.944621	0.000217	
7959.946310	-0.028308	
7959.947797	-0.004497	
7959.949520	-0.009564	
7959.950990	0.029373	
7959.952714	-0.051672	
7959.954194	0.024503	
7959.955830	-0.012227	
7959.957306	0.061934	
7959.958934	-0.027970	
7959.960462	0.073778	
7959.962032	0.017832	
7959.963603	0.021869	
7959.965117	-0.037291	
7959.966757	0.013985	
7959.968247	-0.015466	
7959.969885	0.005574	
7959.971411	0.045007	
7959.973055	-0.005536	
7959.974535	0.010863	
7959.976187	-0.014177	
7959.977666	0.091462	
7959.979299	-0.037146	
7959.980792	0.064678	
7959.982425	-0.021685	
7959.983926	0.047352	
7959.985525	-0.045207	
7959.987053	0.007858	
7959.988602	-0.017585	
7959.990201	0.062873	
7959.991699	-0.011063	
7959.993376	-0.001056	
7959.994877	0.042526	
7959.996473	0.021889	
7959.997967	0.019226	
7959.999587	-0.014229	
7960.001069	0.055388	
7960.002644	0.064303	
7960.004154	0.088340	
7960.005708	0.076638	
7960.007237	0.038466	
7960.008730	0.036334	
7960.010310	0.010283	
7960.011835	0.065073	
7960.013430	0.018654	
7960.014926	0.075437	
7960.016492	0.093468	
7960.018019	0.109843	
7960.019587	0.069645	
7960.021098	0.061701	
7960.022647	0.058869	
7960.024166	0.094407	
7960.025723	0.019351	
7960.027254	0.062893	
7960.028743	0.093235	
7960.030330	0.086846	
7960.031859	0.057632	
7960.033459	0.070503	
7960.034945	0.117211	
7960.036515	0.033668	
7960.038053	0.083043	
7960.039567	0.052609	
7960.041140	0.093263	
7960.042618	0.104461	
7960.044245	0.104264	
7960.045736	0.148265	
7960.047326	0.105758	
7960.048848	0.102254	
7960.050431	0.139363	
7960.051919	0.099458	
7960.053483	0.060488	
7960.054998	0.133397	
7960.056571	0.116748	
7960.058093	0.141977	
7960.059609	0.147250	
7960.061160	0.135717	
7960.062688	0.188790	
7960.064293	0.162377	
7960.065776	0.124784	
7960.067352	0.134380	
7960.068874	0.178558	
7960.070444	0.096646	
7960.071977	0.154703	
7960.073509	0.143451	
7960.075076	0.134932	
7960.076594	0.103869	
7960.078169	0.134009	
7960.079660	0.129054	
7960.081238	0.163214	
7960.082760	0.144334	
7960.084343	0.196879	
7960.085839	0.188847	
7960.087388	0.143105	
7960.088919	0.196984	
7960.090482	0.160012	
7960.092005	0.132208	
7960.093546	0.173878	
7960.095121	0.189330	
7960.096659	0.179630	
7960.098211	0.240071	
7960.099732	0.195864	
7960.101329	0.212823	
7960.102826	0.201085	
7960.104392	0.200247	
7960.105927	0.230794	
7960.107475	0.223265	
7960.109013	0.203115	
7960.110529	0.240969	
7960.112090	0.277047	
7960.113620	0.210096	
7960.115221	0.233900	
7960.116710	0.272007	
7960.118297	0.251809	
7960.119797	0.254142	
7960.121397	0.340356	
7960.122894	0.297901	
7960.124471	0.302337	
7960.125986	0.351019	
7960.127540	0.330611	
7960.129075	0.361827	
7960.130589	0.318704	
7960.132183	0.358310	
7960.133676	0.349633	
7960.135438	0.285836	
7960.136967	0.440516	
7960.138704	0.317217	
7960.140244	0.473435	
7960.141954	0.343325	
7960.143502	0.514057	
7960.145203	0.418755	
7960.146750	0.554489	
7960.148425	0.439670	
7960.149992	0.581108	
7960.151646	0.481549	
7960.153249	0.562981	
7960.154885	0.509344	
7960.156500	0.718442	
7960.158126	0.565934	
7960.159738	0.660297	
7960.161339	0.636457	
7960.162984	0.712480	
7960.164586	0.653767	
7960.166278	0.812406	
7960.167843	0.730321	
7960.169544	0.833068	
7960.171112	0.799117	
7960.172815	0.858297	
7960.174369	0.828592	
7960.176075	0.905622	
7960.177630	0.935222	
7960.179342	0.949696	
7960.180841	0.997459	
7960.182601	1.021001	
7960.184080	1.110228	
7960.185852	1.065030	
7960.187336	1.175745	
7960.189111	1.168877	
7960.190605	1.282362	
7960.192302	1.178214	
7960.193789	1.328515	
7960.195457	1.283317	
7960.196971	1.365044	
7960.198606	1.352560	
7960.200157	1.462855	
7960.201763	1.414850	
7960.203358	1.480930	
7960.204915	1.468157	
7960.206533	1.522164	
7960.208068	1.526197	
7960.209734	1.526422	
7960.211209	1.526974	
7960.212950	1.526918	
7960.214424	1.527043	
7960.216142	1.526922	
7960.217617	1.526970	
7960.219326	1.526861	
7960.220826	1.526906	
7960.222552	1.527027	
7960.224031	1.526926	
7960.225678	1.526998	
7960.227164	1.526845	
7960.228755	1.527095	
7960.230285	1.526958	
7960.231829	1.527022	
7960.233437	1.526962	
7960.234927	1.526962	
7960.236559	1.526918	
7960.238072	1.526962	
7960.239747	1.526861	
7960.241227	1.526934	
7960.242873	1.526901	
7960.244357	1.526877	
7960.245982	1.527164	
7960.247461	1.527047	
7960.249100	1.527014	
7960.250583	1.526841	
7960.252175	1.527022	
7960.253703	1.526918	
7960.255248	1.527002	
7960.256867	1.527039	
7960.258356	1.526950	
7960.260008	1.526886	
7960.261496	1.526998	
7960.263133	1.526978	
7960.264648	1.526982	
7960.266277	1.526918	
7960.267747	1.526958	
7960.269332	1.527099	
7960.270823	1.527002	
7960.272386	1.526946	
7960.273916	1.527022	
7960.275395	1.527018	
7960.276984	1.526970	
7960.278509	1.526942	
7960.280106	1.527014	
7960.281598	1.527067	
7960.283170	1.526873	
7960.284694	1.526954	
7960.286286	1.526914	
7960.287779	1.526978	
7960.289335	1.527079	
7960.290864	1.526877	
7960.292414	1.526978	
7960.293951	1.526978	
7960.295448	1.527006	
7960.297039	1.527026	
7960.298543	1.526869	
7960.300154	1.526998	
7960.301636	1.526926	
7960.303186	1.527055	
7960.304732	1.526878	
7960.306257	1.526906	
7960.307808	1.526950	
7960.309333	1.527026	
7960.310902	1.526861	
7960.312400	1.526910	
7960.313977	1.526998	
7960.315500	1.526817	
7960.317104	1.526966	
7960.318606	1.526857	
7960.320150	1.527038	
7960.321679	1.526990	
7960.323236	1.526994	
7960.324775	1.526914	
7960.326288	1.527087	
7960.327885	1.526893	
7960.329385	1.526950	
7960.330984	1.527014	
7960.332484	1.526857	
7960.334068	1.527006	
7960.335572	1.526974	
7960.337131	1.527018	
7960.338657	1.526918	
7960.340214	1.526978	
7960.341761	1.526950	
7960.343277	1.526978	
7960.344838	1.526998	
7960.346356	1.526978	
7960.347938	1.527050	
7960.349422	1.527050	
7960.351010	1.527010	
7960.352531	1.526922	
7960.354122	1.527010	
7960.355619	1.526922	
7960.357193	1.526962	
7960.358727	1.526938	
7960.360231	1.526894	
7960.361803	1.527051	
7960.363317	1.526986	
7960.364900	1.526954	
7960.366393	1.526998	
7960.367983	1.527030	
7960.369503	1.526974	
7960.371093	1.526946	
7960.372594	1.527022	
7960.374164	1.527030	
7960.375696	1.526930	
7960.377276	1.526918	
7960.378808	1.526930	
7960.380322	1.527010	
7960.381885	1.526898	
7960.383398	1.526926	
7960.384986	1.526966	
7960.386476	1.527022	
7960.388064	1.526974	
7960.389587	1.526954	
7960.391182	1.526990	
7960.392674	1.526752	
7960.394235	1.527030	
7960.395766	1.527002	
7960.397273	1.526898	
7960.398830	1.526853	
7960.400367	1.526898	
7960.401960	1.526865	
7960.403439	1.526926	
7960.405020	1.527014	
7960.406536	1.526930	
7960.408123	1.526946	
7960.409608	1.526857	
7960.411174	1.526587	
7960.412708	1.475726	
7960.414263	1.252855	
7960.415978	1.058565	
7960.417507	0.953220	
7960.419262	0.759966	
7960.420737	0.577386	
7960.422502	0.420100	
7960.423980	0.276858	
7960.425742	0.060943	
7960.427221	-0.024989	
7960.429000	-0.291792	
7960.430492	-0.435358	
7960.432276	-0.631194	
7960.433774	-0.728817	
7960.435521	-0.994481	
7960.437031	-1.059937	
7960.438745	-1.319368	
7960.440273	-1.444553	
7960.441989	-1.683871	
7960.443532	-1.722978	
7960.445248	-1.725504	
7960.446794	-1.725778	
7960.448487	-1.725677	
7960.450048	-1.725858	
7960.451730	-1.725697	
7960.453306	-1.725939	
7960.454950	-1.725742	
7960.456544	-1.725850	
7960.458185	-1.725673	
7960.459804	-1.725866	
7960.461440	-1.725733	
7960.463076	-1.725963	
7960.464555	-1.725770	
7960.466248	-1.725931	
7960.467734	-1.725830	
7960.469463	-1.725891	
7960.470934	-1.725818	
7960.472662	-1.725943	
7960.474150	-1.725931	
7960.475843	-1.725931	
7960.477328	-1.725838	
7960.479041	-1.725862	
7960.480521	-1.725862	
7960.482205	-1.725798	
7960.483711	-1.725971	
7960.485347	-1.725935	
7960.486883	-1.725923	
7960.488495	-1.725814	
7960.490073	-1.725963	
7960.491658	-1.725951	
7960.493245	-1.726015	
7960.494806	-1.725955	
7960.496419	-1.725987	
7960.497923	-1.725874	
7960.499628	-1.725999	
7960.501112	-1.725999	
7960.502758	-1.725959	
7960.504229	-1.725947	
7960.505876	-1.725919	
7960.507355	-1.725923	
7960.508981	-1.725919	
7960.510471	-1.725858	
7960.512047	-1.725975	
7960.513583	-1.725826	
7960.515136	-1.725798	
7960.516760	-1.725878	
7960.518243	-1.725939	
7960.519887	-1.725967	
7960.521392	-1.725915	
7960.523039	-1.725979	
7960.524522	-1.725959	
7960.526149	-1.725870	
7960.527621	-1.725931	
7960.529257	-1.725955	
7960.530737	-1.725987	
7960.532375	-1.725878	
7960.533902	-1.725955	
7960.535386	-1.725899	
7960.536958	-1.725983	
7960.538475	-1.725939	
7960.540076	-1.725967	
7960.541565	-1.725854	
7960.543202	-1.725810	
7960.544705	-1.725935	
7960.546283	-1.725943	
7960.547753	-1.725979	
7960.549332	-1.725991	
7960.550821	-1.725903	
7960.552375	-1.725955	
7960.553893	-1.726011	
7960.555385	-1.725915	
7960.556950	-1.725991	
7960.558471	-1.725943	
7960.560072	-1.725939	
7960.561561	-1.725927	
7960.563128	-1.725927	
7960.564639	-1.725939	
7960.566226	-1.725927	
7960.567714	-1.725919	
7960.569283	-1.725907	
7960.570783	-1.725899	
7960.572328	-1.725943	
7960.573857	-1.725895	
7960.575350	-1.725975	
7960.576922	-1.725919	
7960.578452	-1.725895	
7960.580009	-1.725915	
7960.581548	-1.725943	
7960.583060	-1.725866	
7960.584649	-1.726011	
7960.586160	-1.725979	
7960.587753	-1.725862	
7960.589243	-1.725959	
7960.590845	-1.725886	
7960.592340	-1.725943	
7960.593937	-1.725915	
7960.595433	-1.725943	
7960.597019	-1.725882	
7960.598530	-1.725891	
7960.600101	-1.725907	
7960.601629	-1.725882	
7960.603175	-1.725894	
7960.604709	-1.725870	
7960.606225	-1.725838	
7960.607780	-1.725886	
7960.609299	-1.725798	
7960.610902	-1.725770	
7960.612386	-1.725806	
7960.613941	-1.725754	
7960.615459	-1.725915	
7960.617032	-1.725798	
7960.618558	-1.725810	
7960.620069	-1.725802	
7960.621653	-1.725899	
7960.623171	-1.725754	
7960.624740	-1.725758	
7960.626219	-1.725729	
7960.627860	-1.725649	
7960.629341	-1.725564	
7960.630946	-1.725600	
7960.632441	-1.725029	
7960.634043	-1.724432	
7960.635537	-1.696661	
7960.637109	-1.672600	
7960.638626	-1.571948	
7960.640209	-1.582523	
7960.641743	-1.535536	
7960.643261	-1.520752	
7960.644823	-1.410570	
7960.646337	-1.403440	
7960.647935	-1.343156	
7960.649431	-1.299924	
7960.651007	-1.265570	
7960.652533	-1.210862	
7960.654102	-1.184698	
7960.655621	-1.161543	
7960.657155	-1.116768	
7960.658722	-1.095583	
7960.660232	-1.062793	
7960.661786	-1.028193	
7960.663304	-0.995721	
7960.664904	-1.008128	
7960.666383	-0.909193	
7960.667974	-0.937770	
7960.669494	-0.925129	
7960.671072	-0.911082	
7960.672569	-0.772230	
7960.674176	-0.894183	
7960.675896	-0.849433	
7960.677388	-0.774115	
7960.679175	-0.812553	
7960.680652	-0.723874	
7960.682430	-0.768105	
7960.683911	-0.699958	
7960.685675	-0.723129	
