crossing time (s)	slope (V/s)	crossing number
7959.384326	-100.701127	6051
7960.429181	-104.815512	6052
7961.469122	-101.001026	6053
7962.527090	-96.326578	6054
7963.584829	-89.875029	6055
7964.578985	-86.836287	6056
7965.623802	-84.619387	6057
7966.696778	-80.444049	6058
7967.679577	-83.129043	6059
7968.747947	-84.276677	6060
7969.813148	-82.128801	6061
7970.857711	-77.344982	6062
7971.891822	-73.723233	6063
7972.923446	-75.191261	6064
7973.956963	-68.520181	6065
7975.013986	-68.749338	6066
7976.038010	-69.037991	6067
7977.081067	-69.657134	6068
7978.141442	-65.736096	6069
7979.203709	-60.597907	6070
7980.210805	-59.391856	6071
7981.279979	-62.810652	6072
7982.320847	-60.051386	6073
7983.353960	-59.200046	6074
7984.387600	-57.082466	6075
7985.474333	-52.528704	6076
7986.470655	-55.868276	6077
7987.541645	-49.893422	6078
7988.596489	-51.127076	6079
7989.600381	-49.269466	6080
7990.659341	-47.805893	6081
7991.694069	-44.816414	6082
7992.721543	-44.491035	6083
7993.797775	-42.514637	6084
7994.794518	-43.343539	6085
7995.862482	-39.842049	6086
7996.915784	-39.705525	6087
7997.958651	-38.551744	6088
7998.996284	-38.779285	6089
7999.993725	-38.712891	6090
8001.058208	-36.392774	6091
8002.133450	-37.317734	6092
8003.147308	-36.939874	6093
8004.191524	-34.788185	6094
8005.225823	-33.560005	6095
8006.284628	-34.672963	6096
8007.296090	-31.586995	6097
8008.394831	-33.737047	6098
8009.386697	-29.875482	6099
8010.459690	-29.049179	6100
8011.447928	-29.240376	6101
8012.533538	-27.658253	6102
8013.562254	-27.267280	6103
8014.628495	-26.720636	6104
8015.632936	-24.598151	6105
8016.721650	-26.659587	6106
8017.738021	-23.870899	6107
8018.816236	-21.637079	6108
8019.831269	-21.840938	6109
8020.889284	-24.142095	6110
8021.922299	-22.176514	6111
8022.977918	-20.610957	6112
8024.004948	-20.404964	6113
8025.048235	-19.496284	6114
8026.066644	-19.294985	6115
8027.141221	-19.333878	6116
8028.152921	-18.775782	6117
8029.201302	-18.056850	6118
8030.245804	-16.334065	6119
8031.274686	-15.490079	6120
8032.341442	-15.426648	6121
8033.379042	-14.041309	6122
8034.429254	-13.248067	6123
8035.495462	-13.833834	6124
8036.484669	-13.528204	6125
8037.525868	-13.209021	6126
8038.616777	-14.094189	6127
8039.621949	-18.368384	6128
8040.685190	-10.980192	6129
8041.696220	-9.656725	6130
8042.779880	-11.321779	6131
8043.800769	-11.148399	6132
8044.845913	-11.574778	6133
8045.885536	-9.227081	6134
8046.930758	-13.411547	6135
8047.973244	-10.424943	6136
8049.031245	-10.103387	6137
8050.056296	-10.958759	6138
8051.090688	-10.329900	6139
8052.120317	-10.248594	6140
8053.172036	-7.646273	6141
8054.203346	-10.250699	6142
