crossing time (s)	slope (V/s)	crossing number
3736.676892	-55.189997	4439
3737.721785	-53.859205	4440
3738.775301	-50.019609	4441
3739.743962	-55.909225	4442
3740.765778	-55.312183	4443
3741.842220	-51.326669	4444
3742.816621	-55.019638	4445
3743.886277	-57.990597	4446
3744.951021	-54.926038	4447
3745.944569	-47.109210	4448
3746.937353	-47.117396	4449
3748.027545	-46.054175	4450
3749.047890	-47.708527	4451
3750.071450	-46.262805	4452
3751.066531	-47.315681	4453
3751.560349	2.203766	4454
3752.092090	-49.624553	4455
3753.154306	-47.376995	4456
3754.187949	-47.518671	4457
3755.224967	-46.137944	4458
3756.228739	-41.787560	4459
3757.271618	-42.461804	4460
3758.270460	-39.868618	4461
3759.329753	-40.119674	4462
3760.344682	-40.231580	4463
3761.401795	-38.882056	4464
3762.443570	-41.004080	4465
3763.459529	-42.469826	4466
3764.519660	-39.584675	4467
3765.498271	-42.723346	4468
3766.558741	-40.423549	4469
3767.595550	-36.836320	4470
3768.605115	-34.946157	4471
3769.642514	-37.095485	4472
3770.702181	-36.493951	4473
3771.698957	-38.615907	4474
3772.278214	-2.262315	4475
3772.739040	-36.159772	4476
3773.763565	-36.540419	4477
3774.828561	-35.185565	4478
3775.864721	-33.184045	4479
3776.889978	-35.104374	4480
3777.342573	1.446480	4481
3777.915037	-37.662079	4482
3778.988829	-33.692821	4483
3779.968952	-32.972922	4484
3781.010377	-32.896190	4485
3782.025814	-32.173909	4486
3782.597904	2.564213	4487
3783.067791	-31.300715	4488
3784.102599	-31.727091	4489
3785.136510	-34.692033	4490
3786.129400	-29.430165	4491
3787.175932	-30.171034	4492
3788.227806	-27.588920	4493
3789.299614	-26.971379	4494
3790.280248	-29.091138	4495
3791.352913	-28.135396	4496
3792.353285	-28.784390	4497
3793.446896	-29.608094	4498
3794.458340	-27.984292	4499
3795.436169	-28.400604	4500
3796.478679	-24.903322	4501
3797.516961	-26.448056	4502
3798.558297	-25.974839	4503
3799.568584	-25.340816	4504
3800.582996	-25.069595	4505
3801.615100	-25.298237	4506
3802.664037	-23.670173	4507
3803.716604	-24.135916	4508
3804.720515	-24.516295	4509
3805.812704	-26.818327	4510
3806.774812	-22.958536	4511
3807.845979	-22.048194	4512
3808.863155	-23.666235	4513
3809.915072	-22.744270	4514
3810.922100	-21.825607	4515
3811.961886	-20.424121	4516
3812.927432	-19.820554	4517
3814.032501	-21.545698	4518
3815.022566	-22.992461	4519
3815.574713	5.231722	4520
3816.099095	-19.248871	4521
3817.095524	-20.294044	4522
3818.145051	-19.694923	4523
3819.135870	-21.033680	4524
3820.254551	-17.473674	4525
3821.207431	-19.631516	4526
3822.268117	-16.784993	4527
3823.273577	-24.184688	4528
3824.338739	-22.325921	4529
3825.341220	-21.130756	4530
3826.393802	-19.043565	4531
3827.386121	-17.096420	4532
3828.463793	-16.980138	4533
3829.501878	-16.468878	4534
3830.521662	-16.938154	4535
3831.549433	-17.009260	4536
3832.594797	-16.630099	4537
3833.600032	-20.253293	4538
3834.651276	-14.227601	4539
3835.661912	-16.835086	4540
3836.747742	-14.846466	4541
3837.740351	-13.089822	4542
3838.801139	-15.784750	4543
3839.801094	-16.094058	4544
3840.801351	-15.815470	4545
3841.833644	-13.056755	4546
3842.922520	-16.557242	4547
3843.917827	-14.306538	4548
3844.952258	-13.974996	4549
3845.954613	-14.902939	4550
3847.002139	-13.836014	4551
3848.021501	-13.354871	4552
3849.064771	-13.957560	4553
3850.094982	-13.273481	4554
3851.187416	-12.317826	4555
3852.167693	-11.513730	4556
3853.221219	-12.255741	4557
3854.218884	-10.464398	4558
3855.264308	-14.604751	4559
3856.291709	-9.920779	4560
3857.321802	-12.405464	4561
3858.361510	-11.110424	4562
3859.448861	-13.551277	4563
3860.413938	-12.286641	4564
3861.464031	-10.160146	4565
3862.464112	-11.245073	4566
