time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
4754.759223	257.847595	1.234151	-0.100000	167
4756.846829	258.089996	1.171638	-0.062124	169
4758.932123	257.505768	1.095308	-0.100000	171
4761.019015	77.917778	-1.038749	0.059514	173
4763.105514	77.598495	-0.972315	0.100000	175
4765.191217	77.766220	-0.916040	0.057277	177
4767.277825	77.591293	-0.860044	0.055737	179
4769.362623	77.365227	-0.800535	0.100000	181
4771.449981	77.335014	-0.754996	0.051814	183
4773.535673	77.299553	-0.707584	0.049443	185
4775.622565	77.286530	-0.661663	0.047349	187
4777.710400	77.275970	-0.618027	0.044644	189
4779.793403	77.392166	-0.577385	0.042433	191
4781.882365	77.481888	-0.536970	0.039996	193
4783.969033	77.476631	-0.500317	0.037894	195
4786.051959	77.417816	-0.464763	0.035707	197
4788.140022	77.297539	-0.432934	0.033401	199
4790.230766	77.235390	-0.402792	0.031509	201
4792.314380	77.197395	-0.376288	0.029532	203
4794.401280	77.188904	-0.350820	0.027720	205
4796.488320	77.198463	-0.325677	0.026026	207
4798.572653	77.032776	-0.303895	0.024400	209
4800.656150	76.929565	-0.283184	0.022715	211
4802.738754	77.014107	-0.264098	0.021152	213
4804.828999	76.991348	-0.244945	0.019919	215
