time (s)	det(V)
4755.702596	1.527075	
4755.704127	1.526833	
4755.705671	1.527115	
4755.707294	1.526982	
4755.708793	1.527095	
4755.710424	1.527091	
4755.711923	1.527087	
4755.713582	1.526934	
4755.715071	1.526970	
4755.716657	1.526962	
4755.718131	1.526906	
4755.719697	1.527026	
4755.721182	1.526978	
4755.722707	1.526990	
4755.724266	1.526942	
4755.725761	1.527047	
4755.727334	1.527019	
4755.728863	1.527071	
4755.730456	1.527087	
4755.731957	1.526994	
4755.733525	1.527014	
4755.735026	1.526902	
4755.736612	1.526950	
4755.738107	1.526910	
4755.739671	1.527095	
4755.741172	1.526970	
4755.742700	1.527014	
4755.744281	1.526974	
4755.745771	1.526938	
4755.747360	1.526970	
4755.748856	1.527103	
4755.750424	1.527127	
4755.751948	1.527006	
4755.753521	1.526934	
4755.755016	1.527071	
4755.756530	1.527087	
4755.758121	1.526954	
4755.759605	1.526974	
4755.761179	1.526885	
4755.762691	1.526990	
4755.764286	1.527010	
4755.765773	1.526910	
4755.767346	1.526942	
4755.768863	1.526926	
4755.770434	1.526914	
4755.771964	1.527022	
4755.773479	1.527095	
4755.775044	1.526918	
4755.776568	1.527022	
4755.778152	1.526938	
4755.779639	1.526970	
4755.781219	1.527010	
4755.782745	1.527022	
4755.784350	1.526966	
4755.785842	1.526942	
4755.787398	1.526761	
4755.788949	1.516915	
4755.790465	1.417114	
4755.792023	1.204439	
4755.793565	1.103235	
4755.795150	0.940064	
4755.796633	0.866060	
4755.798214	0.633932	
4755.799745	0.521973	
4755.801337	0.348747	
4755.802826	0.246854	
4755.804389	0.019359	
4755.805914	-0.069328	
4755.807485	-0.250458	
4755.809019	-0.364105	
4755.810547	-0.573130	
4755.812099	-0.726758	
4755.813628	-0.881974	
4755.815201	-1.056956	
4755.816699	-1.217424	
4755.818279	-1.388172	
4755.819798	-1.422840	
4755.821371	-1.691791	
4755.822884	-1.725584	
4755.824440	-1.725762	
4755.825967	-1.725830	
4755.827498	-1.725878	
4755.829043	-1.725709	
4755.830568	-1.725830	
4755.832150	-1.725830	
4755.833650	-1.725963	
4755.835224	-1.725927	
4755.836750	-1.725915	
4755.838346	-1.725903	
4755.839844	-1.725883	
4755.841388	-1.725939	
4755.842916	-1.725919	
4755.844460	-1.725907	
4755.846014	-1.725943	
4755.847506	-1.725903	
4755.849297	-1.725778	
4755.850821	-1.725866	
4755.852555	-1.725939	
4755.854076	-1.725923	
4755.855786	-1.725822	
4755.857325	-1.726007	
4755.859015	-1.725810	
4755.860575	-1.726032	
4755.862269	-1.725770	
4755.863845	-1.725959	
4755.865509	-1.725806	
4755.867097	-1.725991	
4755.868760	-1.725842	
4755.870358	-1.725959	
4755.872007	-1.725818	
4755.873618	-1.725935	
4755.875253	-1.725790	
4755.876893	-1.726040	
4755.878482	-1.725862	
4755.880142	-1.725979	
4755.881730	-1.725959	
4755.883400	-1.726019	
4755.884986	-1.725983	
4755.886654	-1.726044	
4755.888223	-1.725883	
4755.889927	-1.725955	
4755.891469	-1.725911	
4755.893189	-1.726064	
4755.894716	-1.725919	
4755.896453	-1.726060	
4755.897957	-1.725895	
4755.899678	-1.726064	
4755.901173	-1.725842	
4755.902957	-1.725931	
4755.904433	-1.725931	
4755.906215	-1.725935	
4755.907695	-1.726011	
4755.909444	-1.725951	
4755.910931	-1.726080	
4755.912589	-1.725927	
4755.914108	-1.726011	
4755.915737	-1.725907	
4755.917296	-1.726036	
4755.918902	-1.725939	
4755.920490	-1.725979	
4755.922061	-1.725866	
4755.923666	-1.725963	
4755.925213	-1.725874	
4755.926878	-1.725979	
4755.928374	-1.725895	
4755.930078	-1.725951	
4755.931570	-1.725983	
4755.933287	-1.725927	
4755.934757	-1.725911	
4755.936490	-1.725915	
4755.937980	-1.725895	
4755.939688	-1.725931	
4755.941167	-1.726011	
4755.942870	-1.725878	
4755.944357	-1.725935	
4755.946055	-1.725907	
4755.947568	-1.725915	
4755.949140	-1.725919	
4755.950692	-1.726019	
4755.952202	-1.725862	
4755.953850	-1.725947	
4755.955341	-1.726032	
4755.956974	-1.725850	
4755.958497	-1.725878	
4755.960132	-1.725878	
4755.961616	-1.725907	
4755.963260	-1.725943	
4755.964747	-1.725999	
4755.966398	-1.725923	
4755.967890	-1.725963	
4755.969534	-1.725923	
4755.971018	-1.725923	
4755.972607	-1.725874	
4755.974124	-1.725842	
4755.975672	-1.725846	
4755.977263	-1.725818	
4755.978757	-1.725802	
4755.980400	-1.725838	
4755.981916	-1.725786	
4755.983562	-1.726003	
4755.985055	-1.725886	
4755.986705	-1.725907	
4755.988174	-1.725846	
4755.989760	-1.725919	
4755.991253	-1.725838	
4755.992808	-1.725878	
4755.994319	-1.725886	
4755.995815	-1.725911	
4755.997384	-1.725891	
4755.998915	-1.725975	
4756.000511	-1.725798	
4756.002013	-1.725846	
4756.003575	-1.725907	
4756.005107	-1.725870	
4756.006677	-1.725939	
4756.008182	-1.725838	
4756.009748	-1.725822	
4756.011241	-1.725995	
4756.012791	-1.725878	
4756.014333	-1.725842	
4756.015824	-1.725858	
4756.017382	-1.725903	
4756.018900	-1.725677	
4756.020497	-1.725774	
4756.022000	-1.725834	
4756.023573	-1.725431	
4756.025114	-1.724964	
4756.026621	-1.724597	
4756.028210	-1.722954	
4756.029706	-1.686683	
4756.031312	-1.588706	
4756.032806	-1.554743	
4756.034403	-1.520631	
4756.035889	-1.432621	
4756.037440	-1.432262	
4756.038963	-1.371817	
4756.040534	-1.311872	
4756.042065	-1.212497	
4756.043590	-1.236345	
4756.045163	-1.172645	
4756.046680	-1.135617	
4756.048246	-1.135834	
4756.049746	-1.076046	
4756.051351	-1.020254	
4756.052836	-1.016842	
4756.054431	-1.027899	
4756.055957	-0.924847	
4756.057551	-0.944038	
4756.059043	-0.811474	
4756.060626	-0.904846	
4756.062157	-0.836937	
4756.063671	-0.817363	
4756.065256	-0.793874	
4756.066737	-0.721292	
4756.068346	-0.696232	
4756.069835	-0.693400	
4756.071421	-0.685959	
4756.072944	-0.656939	
4756.074547	-0.610364	
4756.076030	-0.594738	
4756.077607	-0.581280	
4756.079119	-0.522780	
4756.080669	-0.553452	
4756.082217	-0.549577	
4756.083741	-0.525403	
4756.085290	-0.549371	
4756.086806	-0.531433	
4756.088406	-0.502900	
4756.089904	-0.451753	
4756.091500	-0.461425	
4756.092990	-0.448349	
4756.094555	-0.435905	
4756.096077	-0.430246	
4756.097615	-0.400625	
4756.099174	-0.393834	
4756.100702	-0.394680	
4756.102277	-0.389523	
4756.103776	-0.328378	
4756.105354	-0.361204	
4756.106877	-0.319918	
4756.108469	-0.333099	
4756.109968	-0.317928	
4756.111521	-0.333510	
