time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
5154.050955	330.007172	-0.925640	-0.000826	95
5156.119956	330.037933	-0.854151	-0.001307	97
5158.183897	330.061890	-0.787523	-0.001491	99
5160.253142	330.118652	-0.721750	-0.001902	101
5162.318145	330.162109	-0.661192	-0.002170	103
5164.385931	330.206848	-0.604383	-0.002187	105
5166.448160	330.298401	-0.552712	-0.002327	107
5168.508298	330.355408	-0.504865	-0.002545	109
5170.574809	330.415680	-0.458909	-0.002581	111
5172.641031	330.490662	-0.418025	-0.002588	113
5174.703500	330.541962	-0.381409	-0.002640	115
5176.763736	330.561218	-0.347231	-0.002757	117
5178.826291	330.578400	-0.315786	-0.002687	119
5180.888066	330.575653	-0.287335	-0.002757	121
