time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
1759.647376	330.230865	1.307833	-0.024872	79
1761.713358	329.981201	1.281225	-0.023813	81
1763.780248	329.826721	1.255710	-0.023111	83
1765.845370	147.613144	-0.498883	-0.100000	85
1766.895741	333.598602	-0.395621	0.100000	87
1768.961769	150.568130	1.195633	-0.022094	89
1771.025282	150.563202	1.171733	-0.021271	91
1773.091301	150.543060	1.146273	-0.020957	93
1775.155895	150.533401	1.122418	-0.020212	95
1777.222542	150.531158	1.098730	-0.020019	97
1779.287470	330.777405	-0.488409	0.012453	99
1780.304044	150.801331	-0.581454	0.100000	101
1781.353233	317.987305	-0.409120	0.100000	103
1783.418128	330.362640	-1.022154	0.018551	105
1785.486342	330.268066	-0.999958	0.017963	107
1787.552476	330.250092	-0.977949	0.016992	109
1789.618045	330.414062	-0.955427	0.016429	111
1791.682747	330.492462	-0.932302	0.016147	113
1793.745799	330.335175	-0.914595	0.015995	115
1795.809984	330.489166	-0.893293	0.015230	117
1797.875947	330.532440	-0.870392	0.015371	119
1799.943845	330.249939	-0.848201	0.015122	121
1802.009332	330.112793	-0.829267	0.014295	123
1804.076613	330.293549	-0.809916	0.013641	125
1806.139926	330.456146	-0.790973	0.013205	127
1808.205741	330.357971	-0.771611	0.012719	129
1810.268320	330.278961	-0.754368	0.012196	131
1812.332361	330.301971	-0.736414	0.011743	133
1814.396653	330.338257	-0.717996	0.011229	135
1816.461434	330.367859	-0.699654	0.010875	137
1818.525465	330.362671	-0.681634	0.010432	139
1820.593785	330.326477	-0.664829	0.009783	141
1822.658532	330.303101	-0.647506	0.009320	143
1824.722738	330.235779	-0.631962	0.009041	145
1826.789225	330.173126	-0.615601	0.008301	147
1828.854870	330.080017	-0.599519	0.008069	149
1830.917788	330.043945	-0.582558	0.007659	151
1832.985682	330.115906	-0.567261	0.007140	153
1835.052475	330.216766	-0.550245	0.006458	155
1837.118501	330.413116	-0.537422	0.006365	157
1839.187367	330.435516	-0.523665	0.006181	159
1841.250327	330.202454	-0.511231	0.005657	161
1843.316499	330.128326	-0.497460	0.005088	163
1845.374828	330.058624	-0.486045	0.004764	165
1847.440886	330.141998	-0.473965	0.004740	167
1849.500036	330.069733	-0.461284	0.004212	169
1851.568212	331.031677	-0.263299	0.009294	171
1852.563595	142.712616	-0.160259	0.100000	173
