time (s)	magX	magY	magZ
1759.309501	168.376389	-91.635300	49.808304
1759.312795	169.837524	-92.511986	51.970772
1759.316086	172.000000	-93.096436	53.139679
1759.319350	173.110474	-93.973106	55.126831
1759.322684	174.805374	-96.018707	56.471069
1759.326046	177.435410	-97.362946	59.101112
1759.329766	179.714783	-98.239624	61.146698
1759.333333	182.578598	-98.999413	64.302750
1759.336675	183.747528	-100.168320	66.348335
1759.340000	186.611328	-101.687904	69.387489
1759.343338	188.890717	-103.382820	73.011108
1759.346668	191.637634	-104.727058	75.290474
1759.350001	194.033905	-106.305077	78.388077
1759.353347	196.079483	-108.058449	81.485687
1759.356665	198.943314	-109.694923	85.109291
1759.360001	202.157791	-111.039162	88.148445
1759.363329	204.378723	-112.967857	91.304497
1759.366666	207.242554	-114.604332	95.863243
1759.369999	209.346588	-117.059029	99.486847
1759.373332	212.210403	-118.461708	103.753357
1759.376665	214.548218	-120.448860	108.195206
1759.379998	216.944473	-122.260658	112.227936
1759.383325	220.217422	-124.247810	115.909988
1759.387104	222.847458	-126.176506	120.644058
1759.390499	225.185272	-128.455872	125.261261
1759.393751	228.925781	-130.267670	128.884857
1759.397094	231.672714	-131.728821	134.554062
1759.400426	234.127411	-133.482178	138.995911
1759.403753	236.757446	-135.703094	143.554642
1759.407075	239.679718	-137.865570	147.412048
1759.410418	242.718872	-139.911163	153.490356
1759.413742	245.816483	-141.781403	158.750427
1759.417097	249.030975	-143.476318	164.770309
1759.420432	251.485687	-145.405029	170.088837
1759.423820	254.407959	-147.450623	174.706024
1759.427531	257.447083	-148.268860	181.135010
1759.430844	260.778503	-150.606659	187.622437
1759.434200	263.583862	-152.476929	193.525421
1759.437522	266.272339	-154.347168	200.480423
1759.440862	269.369965	-156.801880	206.617172
1759.444253	273.227356	-158.087677	214.565765
1759.447589	276.383423	-159.607239	222.455872
1759.450862	279.422546	-161.945068	230.053772
1759.454168	283.338409	-163.172424	238.645233
1759.457963	286.436035	-165.744019	248.171844
1759.461370	290.118042	-167.555817	257.055542
1759.464665	293.040344	-169.835175	268.160126
1759.468054	296.371704	-171.822327	277.452942
1759.471365	299.703094	-174.043243	288.849792
1759.474689	302.274689	-176.147278	300.480408
1759.478006	305.781433	-178.192871	312.695496
1759.481337	309.229675	-179.946228	324.384583
1759.484681	311.567505	-182.634735	337.300995
1759.488009	313.203979	-184.563416	350.860321
1759.491321	315.541809	-186.316772	363.776733
