crossing time (s)	slope (V/s)	crossing number
1758.675203	-110.038177	2382
1759.645725	-115.781675	2383
1760.726670	-103.863693	2384
1761.752491	-107.141350	2385
1762.781921	-103.408816	2386
1763.789009	-107.887611	2387
1764.865626	-103.857400	2388
1765.847612	-94.428996	2389
1766.390267	-0.614872	2390
1766.888717	-95.237019	2391
1767.868671	-90.808817	2392
1768.935876	-96.568452	2393
1769.936874	-88.892701	2394
1771.018517	-94.234511	2395
1772.009619	-89.139279	2396
1773.092604	-87.445872	2397
1774.091677	-84.101083	2398
1775.190974	-88.148728	2399
1776.142391	-85.415318	2400
1777.204530	-81.295941	2401
1778.274673	-75.693114	2402
1779.264099	-79.008200	2403
1779.875802	1.879646	2404
1780.303769	-75.684729	2405
1780.876448	-0.302749	2406
1781.387640	-72.128912	2407
1782.354732	-70.360296	2408
1783.494698	-77.009288	2409
1784.418471	-70.400928	2410
1785.499864	-67.069030	2411
1786.514334	-64.752399	2412
1787.564833	-64.682890	2413
1788.594844	-62.178452	2414
1789.620832	-60.482196	2415
1790.716710	-63.032929	2416
1791.694972	-58.610918	2417
1792.668110	-58.221280	2418
1793.724678	-58.443429	2419
1794.813103	-57.783586	2420
1795.815377	-53.443890	2421
1796.834487	-52.016651	2422
1797.854124	-50.064651	2423
1798.898730	-50.276552	2424
1799.932874	-49.786361	2425
1800.908546	-48.469797	2426
1802.052462	-44.803320	2427
1802.994081	-47.551367	2428
1804.061776	-46.985881	2429
1805.086239	-43.883090	2430
1806.151089	-44.073883	2431
1807.140511	-42.772963	2432
1808.165142	-39.843730	2433
1809.205337	-39.055631	2434
1810.224515	-37.421149	2435
1811.314361	-38.930337	2436
1812.335750	-38.456403	2437
1813.348224	-37.326114	2438
1814.399002	-38.608054	2439
1815.402998	-34.255355	2440
1816.490624	-33.043041	2441
1817.435852	-32.061188	2442
1818.579927	-36.355980	2443
1819.530911	-31.460529	2444
1820.566258	-28.820092	2445
1821.564853	-31.451810	2446
1822.654316	-29.808565	2447
1823.662059	-27.783361	2448
1824.706585	-27.591053	2449
1825.717891	-26.716178	2450
1826.764497	-28.535239	2451
1827.805649	-27.267465	2452
1828.832597	-23.806431	2453
1829.863023	-23.228569	2454
1830.909348	-25.840154	2455
1831.914471	-24.475867	2456
1833.009771	-24.449942	2457
1834.004191	-22.375367	2458
1835.035701	-24.860724	2459
1836.052828	-20.998321	2460
1837.144661	-17.084993	2461
1838.090918	-18.901990	2462
1839.174470	-20.072478	2463
1840.177278	-17.498326	2464
1841.247461	-20.156196	2465
1842.244959	-20.635082	2466
1843.292491	-17.038428	2467
1844.284757	-16.547198	2468
1845.385641	-14.467744	2469
1846.361312	-16.045422	2470
1847.435950	-15.382616	2471
1848.426518	-17.049392	2472
1849.499638	-15.565207	2473
1850.504087	-14.361064	2474
1851.552937	-14.030161	2475
1852.024282	8.798777	2476
1852.552417	-17.435387	2477
