time (s)	det(V)
3259.668243	-0.154935	
3259.669772	-0.147580	
3259.671363	-0.198022	
3259.672869	-0.168732	
3259.674400	-0.185925	
3259.675943	-0.107872	
3259.677500	-0.153650	
3259.679023	-0.156623	
3259.680565	-0.121698	
3259.682118	-0.105677	
3259.683652	-0.119687	
3259.685202	-0.139277	
3259.686729	-0.122358	
3259.688281	-0.115313	
3259.689776	-0.173030	
3259.691346	-0.133428	
3259.692882	-0.113033	
3259.694417	-0.220967	
3259.695953	-0.133134	
3259.697487	-0.147873	
3259.699038	-0.098406	
3259.700557	-0.203062	
3259.702122	-0.134483	
3259.703649	-0.151874	
3259.705224	-0.144538	
3259.706725	-0.232976	
3259.708307	-0.174912	
3259.709828	-0.106543	
3259.711391	-0.172076	
3259.712927	-0.186977	
3259.714476	-0.113387	
3259.716010	-0.154295	
3259.717520	-0.206486	
3259.719080	-0.112050	
3259.720595	-0.205084	
3259.722179	-0.228081	
3259.723672	-0.207827	
3259.725276	-0.176656	
3259.726773	-0.178162	
3259.728366	-0.170340	
3259.729854	-0.182316	
3259.731427	-0.139196	
3259.732949	-0.110865	
3259.734469	-0.176672	
3259.736054	-0.147592	
3259.737569	-0.127305	
3259.739142	-0.174622	
3259.740631	-0.123736	
3259.742234	-0.119458	
3259.743719	-0.124030	
3259.745324	-0.145948	
3259.746817	-0.066904	
3259.748407	-0.043335	
3259.749907	-0.049663	
3259.751504	-0.182030	
3259.753214	-0.094825	
3259.754750	-0.127188	
3259.756479	-0.152760	
3259.757983	-0.096915	
3259.759729	-0.144993	
3259.761218	-0.068685	
3259.762978	-0.131780	
3259.764472	-0.044736	
3259.766251	-0.081177	
3259.767727	-0.028865	
3259.769476	-0.103929	
3259.770963	0.038984	
3259.772682	-0.083259	
3259.774195	-0.021771	
3259.775922	-0.097427	
3259.777454	0.051665	
3259.779162	-0.102519	
3259.780711	0.081564	
3259.782384	-0.074643	
3259.783949	0.095405	
3259.785626	-0.082800	
3259.787203	0.116723	
3259.788856	-0.066425	
3259.790450	0.062099	
3259.792095	-0.055782	
3259.793704	0.077161	
3259.795329	-0.068709	
3259.796951	0.176463	
3259.798561	-0.021364	
3259.800199	0.081874	
3259.801809	-0.015148	
3259.803472	0.104630	
3259.804950	0.052120	
3259.806668	0.011140	
3259.808142	0.047568	
3259.809842	0.077241	
3259.811332	0.121851	
3259.813026	0.065176	
3259.814513	0.134093	
3259.816210	0.016450	
3259.817692	0.189317	
3259.819368	-0.005924	
3259.820894	0.136043	
3259.822542	-0.050614	
3259.824076	0.121021	
3259.825692	0.004401	
3259.827260	0.111059	
3259.828852	-0.043774	
3259.830458	0.116433	
3259.832008	0.067114	
3259.833633	0.058699	
3259.835151	0.082913	
3259.836826	0.058932	
3259.838314	0.077056	
3259.839967	-0.032688	
3259.841442	0.100295	
3259.843074	-0.025380	
3259.844554	0.111321	
3259.846190	0.013731	
3259.847680	0.078385	
3259.849272	0.082353	
3259.850814	0.097874	
3259.852358	0.040309	
3259.853959	0.152248	
3259.855445	0.011330	
3259.857107	0.147044	
3259.858606	0.073998	
3259.860245	0.059581	
3259.861725	0.108686	
3259.863358	0.053712	
3259.864831	0.147020	
3259.866480	0.079009	
3259.867967	0.112372	
3259.869608	0.064641	
3259.871111	0.168466	
3259.872699	0.040628	
3259.874273	0.098434	
3259.875769	0.164128	
3259.877361	0.195077	
3259.878850	0.134435	
