time (s)	magX	magY	magZ
3259.668770	242.718872	-110.396263	143.437744
3259.672095	242.075989	-109.578026	141.918182
3259.675374	241.549973	-109.753349	141.216827
3259.678662	240.439514	-109.285789	139.638809
3259.681981	239.095261	-108.935127	139.405029
3259.685282	238.803040	-109.110466	137.768555
3259.688595	237.984802	-108.409111	137.300995
3259.692294	237.108124	-108.584450	136.248978
3259.695560	236.699005	-108.058449	134.612503
3259.698874	235.471664	-108.000008	133.794266
3259.702148	234.594971	-107.532433	132.625366
3259.705507	234.419632	-107.590889	131.456451
3259.709214	233.192276	-107.181755	129.644653
3259.712503	232.841614	-106.889549	128.709518
3259.715812	231.497375	-106.655769	127.949738
3259.719083	231.438919	-106.655769	127.014603
3259.722393	230.445358	-105.954414	125.728821
3259.725713	229.919342	-105.486855	124.326126
3259.729424	229.159561	-105.837517	124.092346
3259.732715	228.224426	-105.545296	122.455872
3259.735990	227.932205	-104.902397	121.170074
3259.739315	227.639969	-104.902397	120.351852
3259.742594	226.704849	-104.843941	119.299820
3259.745957	226.821732	-104.142601	118.306244
3259.749673	225.769730	-104.142601	118.130920
3259.753281	225.594391	-104.142601	117.488022
3259.756612	225.828171	-104.084160	117.604904
3259.759948	224.717697	-103.791939	117.020462
3259.763276	225.126831	-103.733490	116.085327
3259.766635	225.009933	-103.558159	117.078888
3259.769940	224.951492	-103.499710	117.078888
3259.773279	225.302170	-103.265930	117.137344
3259.776609	225.477493	-103.733490	117.371124
3259.779942	225.652832	-103.265930	117.721802
3259.783277	226.061951	-103.908821	118.890717
3259.786606	226.120392	-104.142601	119.299820
3259.789934	227.289291	-104.084160	119.533600
3259.793271	227.873764	-104.084160	120.059616
3259.796620	227.639969	-104.727058	120.877838
3259.799944	228.399765	-104.434837	121.929871
3259.803694	228.399765	-105.194633	123.215652
3259.807026	230.036240	-105.019295	124.033905
3259.810372	229.744003	-105.603737	125.378143
3259.813693	229.919342	-105.954414	126.663940
3259.817025	231.088242	-105.720634	127.014603
3259.820366	230.971359	-106.655769	128.066635
3259.823689	232.023376	-106.889549	129.293991
3259.827071	232.315598	-107.123329	129.995331
3259.830375	232.666275	-107.357109	129.586197
3259.833711	233.542953	-107.473991	131.573349
3259.837458	233.835190	-108.292229	132.683807
3259.840798	234.828751	-108.409111	133.385147
3259.844115	235.179428	-108.876686	133.735825
3259.847471	235.354767	-108.876686	134.203400
3259.850806	236.640564	-109.636467	136.365875
