time (s)	theta (A)	maj axis/z0	min axis/z0	crossing#mod 255
7798.040039	98.621376	1.161453	-0.100000	13
7800.125398	80.731514	1.176686	-0.074252	15
7802.212517	265.473480	-0.947849	0.100000	17
7804.294646	79.296928	1.119713	-0.100000	19
7806.378160	79.060013	1.096439	-0.100000	21
7808.460475	259.522736	-1.068963	0.100000	23
7810.544740	259.212555	-1.041399	0.100000	25
7812.628828	259.556030	-1.021245	0.072957	27
7814.713700	259.608429	-0.997360	0.072866	29
7816.797958	259.642578	-0.972446	0.072020	31
7818.884019	259.742554	-0.947777	0.072097	33
7820.970101	259.926483	-0.921955	0.071820	35
7823.055456	264.973145	-0.878682	0.100000	37
7825.142385	260.922852	-0.804329	0.100000	39
7827.224522	258.947021	-0.747136	0.100000	41
7829.304828	259.778015	-0.789784	0.100000	43
7831.386720	259.266327	-0.801338	0.100000	45
7833.471221	259.190308	-0.784935	0.100000	47
7835.560472	258.945557	-0.763787	0.100000	49
7837.649067	259.486084	-0.747074	0.069647	51
7839.733172	259.220825	-0.729754	0.068500	53
7841.814929	259.293030	-0.712588	0.066621	55
7843.897109	259.424286	-0.692464	0.065834	57
7845.976246	259.261536	-0.671986	0.065469	59
7848.061903	258.991333	-0.653187	0.064617	61
7850.144481	258.780701	-0.634965	0.063677	63
7852.230076	258.651489	-0.617498	0.062506	65
7854.311143	258.600067	-0.602044	0.061452	67
7856.396567	258.482513	-0.584383	0.060368	69
7858.479496	258.327820	-0.566602	0.059218	71
7860.564970	258.339508	-0.549555	0.057833	73
7862.649442	258.564789	-0.533382	0.056757	75
7864.736236	258.769836	-0.518727	0.055412	77
7866.822681	258.970337	-0.504380	0.054280	79
7868.913803	259.049072	-0.488127	0.053419	81
7870.997044	259.160156	-0.474930	0.052399	83
7873.081231	259.104553	-0.462992	0.051428	85
7875.156666	258.423340	-0.452300	0.050394	87
7877.237389	257.629181	-0.438077	0.049125	89
7879.317126	257.514496	-0.422670	0.047727	91
7881.404148	257.819366	-0.409186	0.046499	93
