time (s)	det(V)
7797.493583	0.031976	
7797.495079	0.061491	
7797.496650	0.001405	
7797.498169	0.066289	
7797.499761	0.000124	
7797.501264	0.073943	
7797.502823	0.051445	
7797.504352	0.086910	
7797.505921	-0.005238	
7797.507424	0.065709	
7797.508918	0.000209	
7797.510533	-0.003477	
7797.512021	0.016777	
7797.513590	0.019601	
7797.515110	0.033084	
7797.516713	0.024153	
7797.518204	0.038445	
7797.519771	0.047928	
7797.521291	0.073987	
7797.522855	0.001143	
7797.524393	0.047171	
7797.525911	0.016318	
7797.527491	0.086773	
7797.529003	0.046284	
7797.530573	-0.015973	
7797.532071	0.036923	
7797.533657	0.066640	
7797.535183	0.069717	
7797.536778	0.026074	
7797.538270	0.056621	
7797.539807	0.050252	
7797.541374	0.015286	
7797.542902	0.050937	
7797.544462	0.033088	
7797.545960	0.051844	
7797.547576	-0.030967	
7797.549073	0.025953	
7797.550660	0.059844	
7797.552194	0.074865	
7797.553796	-0.011816	
7797.555283	0.113001	
7797.556857	-0.027075	
7797.558386	0.017679	
7797.559960	-0.022217	
7797.561502	0.054055	
7797.563027	0.007592	
7797.564609	0.021974	
7797.566132	0.009675	
7797.567696	0.081641	
7797.569177	0.006924	
7797.570757	0.019581	
7797.572272	0.025688	
7797.573858	0.032624	
7797.575351	0.055578	
7797.576926	-0.003457	
7797.578449	0.105267	
7797.580012	0.003117	
7797.581552	0.005715	
7797.583045	0.013337	
7797.584639	0.070768	
7797.586130	0.053112	
7797.587702	-0.016461	
7797.589233	0.073596	
7797.590812	0.000700	
7797.592334	0.037535	
7797.593900	0.016157	
7797.595416	0.057685	
7797.596990	0.022404	
7797.598511	0.003854	
7797.600036	0.057624	
7797.601580	0.047042	
7797.603105	0.022884	
7797.604678	-0.048031	
7797.606171	0.046736	
7797.607742	0.073709	
7797.609277	-0.007316	
7797.610878	-0.001677	
7797.612375	0.064811	
7797.613907	0.005030	
7797.615440	-0.000658	
7797.616997	-0.020167	
7797.618747	-0.040308	
7797.620229	0.031940	
7797.622016	-0.016715	
7797.623514	0.015432	
7797.625306	-0.039398	
7797.626789	0.061403	
7797.628549	-0.015478	
7797.630047	0.024133	
7797.631815	-0.034097	
7797.633324	0.030332	
7797.635082	-0.020292	
7797.636609	0.077399	
7797.638350	-0.031905	
7797.639871	0.114033	
7797.641604	-0.038826	
7797.643143	0.104800	
7797.644857	-0.043023	
7797.646407	0.048802	
7797.648111	-0.054726	
7797.649676	0.094612	
7797.651365	0.001058	
7797.652946	0.097750	
7797.654615	-0.020416	
7797.656203	0.118117	
7797.657858	-0.009177	
7797.659459	0.094109	
7797.661077	0.015935	
7797.662710	0.112015	
7797.664317	0.031078	
7797.665990	0.123237	
7797.667595	0.025510	
7797.669229	0.111475	
7797.670712	0.065246	
7797.672457	0.059811	
7797.673929	0.104397	
7797.675664	0.032580	
7797.677141	0.102157	
7797.678852	0.080070	
7797.680331	0.154699	
7797.682039	0.045765	
7797.683517	0.184266	
7797.685211	0.062897	
7797.686703	0.212876	
7797.688363	0.066418	
7797.689895	0.149965	
7797.691524	0.092332	
7797.693098	0.164246	
7797.694716	0.070197	
7797.696287	0.204710	
7797.697859	0.120925	
7797.699454	0.149268	
7797.701000	0.131036	
7797.702670	0.157845	
7797.704148	0.124547	
7797.705857	0.195159	
7797.707337	0.232618	
7797.708981	0.161631	
7797.710464	0.219538	
7797.712106	0.134811	
7797.713583	0.230955	
7797.715224	0.129219	
7797.716728	0.250029	
7797.718297	0.175900	
7797.719847	0.222797	
7797.721380	0.189133	
7797.722994	0.247616	
7797.724489	0.237412	
7797.726130	0.217681	
7797.727648	0.255999	
7797.729293	0.250790	
7797.730770	0.272394	
7797.732402	0.196718	
7797.733875	0.313124	
7797.735512	0.286868	
7797.736996	0.301547	
7797.738625	0.288334	
7797.740142	0.374069	
7797.741635	0.330885	
7797.743211	0.386190	
7797.744729	0.360449	
7797.746328	0.381557	
7797.747821	0.377932	
7797.749391	0.378089	
7797.750907	0.448754	
